Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance
Q88FA6,Q88FA6_PSEPK,Sdhd,Succinate dehydrogenase hydrophobic membrane anchor subunit,PP_0815,R3,213693,0.046234146,-1.335037165
Q88FA7,Q88FA7_PSEPK,Sdha,Succinate dehydrogenase flavoprotein subunit,PP_0815,R1,469691,0.105137976,-0.97824039
Q88FA7,Q88FA7_PSEPK,Sdha,Succinate dehydrogenase flavoprotein subunit,PP_0815,R2,952004,0.185510488,-0.731631533
Q88FA7,Q88FA7_PSEPK,Sdha,Succinate dehydrogenase flavoprotein subunit,PP_0815,R3,567984,0.122887764,-0.910491359
Q88FA8,Q88FA8_PSEPK,Sdhb,Succinate dehydrogenase iron-sulfur subunit,PP_0815,R1,925809.3333,0.207237778,-0.683531073
Q88FA8,Q88FA8_PSEPK,Sdhb,Succinate dehydrogenase iron-sulfur subunit,PP_0815,R2,913333.3333,0.177975,-0.749640998
Q88FA8,Q88FA8_PSEPK,Sdhb,Succinate dehydrogenase iron-sulfur subunit,PP_0815,R3,637441,0.137915327,-0.860387467
Q88FA9,Q88FA9_PSEPK,Suca,oxoglutarate dehydrogenase (succinyl-transferring),PP_0815,R1,1199426.667,0.268485646,-0.571078928
Q88FA9,Q88FA9_PSEPK,Suca,oxoglutarate dehydrogenase (succinyl-transferring),PP_0815,R2,1077924,0.210047654,-0.677682165
Q88FA9,Q88FA9_PSEPK,Suca,oxoglutarate dehydrogenase (succinyl-transferring),PP_0815,R3,1393518,0.301498477,-0.520714878
Q88FB0,Q88FB0_PSEPK,Sucb,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,PP_0815,R1,1138875.667,0.254931608,-0.593576314
Q88FB0,Q88FB0_PSEPK,Sucb,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,PP_0815,R2,1346348.667,0.262353727,-0.581112762
Q88FB0,Q88FB0_PSEPK,Sucb,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,PP_0815,R3,1154877.633,0.249866774,-0.60229149
Q88FB1,Q88FB1_PSEPK,Lpdg,Dihydrolipoyl dehydrogenase,PP_0815,R1,1257969,0.281590054,-0.550382689
Q88FB1,Q88FB1_PSEPK,Lpdg,Dihydrolipoyl dehydrogenase,PP_0815,R2,1484995,0.289370787,-0.538545315
Q88FB1,Q88FB1_PSEPK,Lpdg,Dihydrolipoyl dehydrogenase,PP_0815,R3,1392591.667,0.301298057,-0.521003669
Q88FB2,SUCC_PSEPK,Succ,Succinate--CoA ligase [ADP-forming] subunit beta,PP_0815,R1,1923736.667,0.430618808,-0.365907005
Q88FB2,SUCC_PSEPK,Succ,Succinate--CoA ligase [ADP-forming] subunit beta,PP_0815,R2,2047004.333,0.398885689,-0.399151544
Q88FB2,SUCC_PSEPK,Succ,Succinate--CoA ligase [ADP-forming] subunit beta,PP_0815,R3,2034541,0.440188797,-0.356361014
Q88FB3,Q88FB3_PSEPK,Sucd,Succinate--CoA ligase [ADP-forming] subunit alpha,PP_0815,R1,1262231.667,0.28254423,-0.548913557
Q88FB3,Q88FB3_PSEPK,Sucd,Succinate--CoA ligase [ADP-forming] subunit alpha,PP_0815,R2,830419.3333,0.161818118,-0.790972855
Q88FB3,Q88FB3_PSEPK,Sucd,Succinate--CoA ligase [ADP-forming] subunit alpha,PP_0815,R3,1215856.667,0.263060063,-0.57994508
Q88FB9,HTPG_PSEPK,Htpg,Chaperone protein HtpG,PP_0815,R1,1544724,0.345778723,-0.461201734
Q88FB9,HTPG_PSEPK,Htpg,Chaperone protein HtpG,PP_0815,R2,1671468.667,0.325707631,-0.487172067
Q88FB9,HTPG_PSEPK,Htpg,Chaperone protein HtpG,PP_0815,R3,1670897.333,0.361511657,-0.441877695
Q88FC0,Q88FC0_PSEPK,Pp_4178,Dienelactone hydrolase family protein,PP_0815,R1,225315.6667,0.050435782,-1.297261238
Q88FC0,Q88FC0_PSEPK,Pp_4178,Dienelactone hydrolase family protein,PP_0815,R2,196339.8667,0.038259403,-1.417261815
Q88FC0,Q88FC0_PSEPK,Pp_4178,Dienelactone hydrolase family protein,PP_0815,R3,124780.6667,0.026997269,-1.568680159
Q88FC3,Q88FC3_PSEPK,Fabb,3-oxoacyl-[acyl-carrier-protein] synthase 1,PP_0815,R1,347791.9,0.077851473,-1.108733165
Q88FC3,Q88FC3_PSEPK,Fabb,3-oxoacyl-[acyl-carrier-protein] synthase 1,PP_0815,R2,404930.3333,0.078905996,-1.102889995
Q88FC3,Q88FC3_PSEPK,Fabb,3-oxoacyl-[acyl-carrier-protein] synthase 1,PP_0815,R3,332365.7667,0.071909923,-1.143211175
Q88FC4,FABA_PSEPK,Faba,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,PP_0815,R1,169189,0.037872109,-1.421680505
Q88FC4,FABA_PSEPK,Faba,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,PP_0815,R2,279162,0.054398384,-1.264414005
Q88FC4,FABA_PSEPK,Faba,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,PP_0815,R3,171284.3667,0.037058707,-1.431109734
Q88FC9,GPDA_PSEPK,Gpsa,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PP_0815,R1,0,1.00E-05,-5
Q88FC9,GPDA_PSEPK,Gpsa,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PP_0815,R2,0,1.00E-05,-5
Q88FC9,GPDA_PSEPK,Gpsa,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PP_0815,R3,0,1.00E-05,-5
Q88FD1,Q88FD1_PSEPK,Sixa,Phosphohistidine phosphatase SixA,PP_0815,R1,0,1.00E-05,-5
Q88FD1,Q88FD1_PSEPK,Sixa,Phosphohistidine phosphatase SixA,PP_0815,R2,0,1.00E-05,-5
Q88FD1,Q88FD1_PSEPK,Sixa,Phosphohistidine phosphatase SixA,PP_0815,R3,0,1.00E-05,-5
Q88FE6,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,PP_0815,R1,0,1.00E-05,-5
Q88FE6,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,PP_0815,R2,0,1.00E-05,-5
Q88FE6,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,PP_0815,R3,0,1.00E-05,-5
Q88FE7,Q88FE7_PSEPK,Yejf,Microcin C transporter-ATP binding subunit,PP_0815,R1,0,1.00E-05,-5
Q88FE7,Q88FE7_PSEPK,Yejf,Microcin C transporter-ATP binding subunit,PP_0815,R2,0,1.00E-05,-5
Q88FE7,Q88FE7_PSEPK,Yejf,Microcin C transporter-ATP binding subunit,PP_0815,R3,0,1.00E-05,-5
Q88FF0,Q88FF0_PSEPK,Yeja,Microcin C transporter-periplasmic binding protein,PP_0815,R1,0,1.00E-05,-5
Q88FF0,Q88FF0_PSEPK,Yeja,Microcin C transporter-periplasmic binding protein,PP_0815,R2,22592.96667,0.004402536,-2.356297045
Q88FF0,Q88FF0_PSEPK,Yeja,Microcin C transporter-periplasmic binding protein,PP_0815,R3,0,1.00E-05,-5
Q88FF3,GLO2_PSEPK,Glob,Hydroxyacylglutathione hydrolase,PP_0815,R1,0,1.00E-05,-5
Q88FF3,GLO2_PSEPK,Glob,Hydroxyacylglutathione hydrolase,PP_0815,R2,0,1.00E-05,-5
Q88FF3,GLO2_PSEPK,Glob,Hydroxyacylglutathione hydrolase,PP_0815,R3,0,1.00E-05,-5
Q88FF8,CHRR_PSEPK,Chrr,Quinone reductase,PP_0815,R1,98558,0.022061714,-1.656360746
Q88FF8,CHRR_PSEPK,Chrr,Quinone reductase,PP_0815,R2,310951,0.060592888,-1.217578349
Q88FF8,CHRR_PSEPK,Chrr,Quinone reductase,PP_0815,R3,100217.3333,0.021682801,-1.663884618
Q88FH0,NUOI_PSEPK,Nuoi,NADH-quinone oxidoreductase subunit I,PP_0815,R1,0,1.00E-05,-5
Q88FH0,NUOI_PSEPK,Nuoi,NADH-quinone oxidoreductase subunit I,PP_0815,R2,0,1.00E-05,-5
Q88FH0,NUOI_PSEPK,Nuoi,NADH-quinone oxidoreductase subunit I,PP_0815,R3,0,1.00E-05,-5
Q88FH1,NUOH_PSEPK,Nuoh,NADH-quinone oxidoreductase subunit H,PP_0815,R1,83955.4,0.018792995,-1.726003993
Q88FH1,NUOH_PSEPK,Nuoh,NADH-quinone oxidoreductase subunit H,PP_0815,R2,57519,0.011208333,-1.950458979
Q88FH1,NUOH_PSEPK,Nuoh,NADH-quinone oxidoreductase subunit H,PP_0815,R3,164944.3333,0.035686992,-1.447490061
Q88FH2,NUOG_PSEPK,Nuog,NADH-quinone oxidoreductase subunit G,PP_0815,R1,328123.6667,0.073448838,-1.134015072
Q88FH2,NUOG_PSEPK,Nuog,NADH-quinone oxidoreductase subunit G,PP_0815,R2,467401.3333,0.091079291,-1.040580359
Q88FH2,NUOG_PSEPK,Nuog,NADH-quinone oxidoreductase subunit G,PP_0815,R3,385593.3333,0.083426122,-1.078697944
Q88FH3,Q88FH3_PSEPK,Nuof,NADH-quinone oxidoreductase subunit F,PP_0815,R1,0,1.00E-05,-5
Q88FH3,Q88FH3_PSEPK,Nuof,NADH-quinone oxidoreductase subunit F,PP_0815,R2,55699.66667,0.010853812,-1.96441771
Q88FH3,Q88FH3_PSEPK,Nuof,NADH-quinone oxidoreductase subunit F,PP_0815,R3,0,1.00E-05,-5
Q88FH4,Q88FH4_PSEPK,Nuoe,NADH-quinone oxidoreductase subunit E,PP_0815,R1,0,1.00E-05,-5
Q88FH4,Q88FH4_PSEPK,Nuoe,NADH-quinone oxidoreductase subunit E,PP_0815,R2,50864.66667,0.009911649,-2.003854104
Q88FH4,Q88FH4_PSEPK,Nuoe,NADH-quinone oxidoreductase subunit E,PP_0815,R3,25963.56667,0.00561742,-2.250463109
Q88FH5,NUOCD_PSEPK,Nuoc,NADH-quinone oxidoreductase subunit C/D,PP_0815,R1,263338,0.058946891,-1.229539095
Q88FH5,NUOCD_PSEPK,Nuoc,NADH-quinone oxidoreductase subunit C/D,PP_0815,R2,266692,0.05196844,-1.284260318
Q88FH5,NUOCD_PSEPK,Nuoc,NADH-quinone oxidoreductase subunit C/D,PP_0815,R3,277770,0.060097704,-1.221142122
Q88FH6,NUOB_PSEPK,Nuob,NADH-quinone oxidoreductase subunit B,PP_0815,R1,0,1.00E-05,-5
Q88FH6,NUOB_PSEPK,Nuob,NADH-quinone oxidoreductase subunit B,PP_0815,R2,61984,0.012078397,-1.917990707
Q88FH6,NUOB_PSEPK,Nuob,NADH-quinone oxidoreductase subunit B,PP_0815,R3,30132.7,0.006519444,-2.185789413
Q88FH7,NUOA_PSEPK,Nuoa,NADH-quinone oxidoreductase subunit A,PP_0815,R1,0,1.00E-05,-5
Q88FH7,NUOA_PSEPK,Nuoa,NADH-quinone oxidoreductase subunit A,PP_0815,R2,0,1.00E-05,-5
Q88FH7,NUOA_PSEPK,Nuoa,NADH-quinone oxidoreductase subunit A,PP_0815,R3,0,1.00E-05,-5
Q88FI0,Q88FI0_PSEPK,Acea,Isocitrate lyase,PP_0815,R1,496665.3333,0.111176045,-0.95398878
Q88FI0,Q88FI0_PSEPK,Acea,Isocitrate lyase,PP_0815,R2,721612.3333,0.140615644,-0.851966359
Q88FI0,Q88FI0_PSEPK,Acea,Isocitrate lyase,PP_0815,R3,861030.6667,0.186290693,-0.729808841
Q88FI2,Q88FI2_PSEPK,Pp_4114,ATP-binding protein,PP_0815,R1,164515,0.036825858,-1.433847126
Q88FI2,Q88FI2_PSEPK,Pp_4114,ATP-binding protein,PP_0815,R2,214728,0.041842572,-1.378381627
Q88FI2,Q88FI2_PSEPK,Pp_4114,ATP-binding protein,PP_0815,R3,0,1.00E-05,-5
Q88FI4,EFG2_PSEPK,Fusb,Elongation factor G 2,PP_0815,R1,0,1.00E-05,-5
Q88FI4,EFG2_PSEPK,Fusb,Elongation factor G 2,PP_0815,R2,37935.66667,0.007392263,-2.131222586
Q88FI4,EFG2_PSEPK,Fusb,Elongation factor G 2,PP_0815,R3,29838.13333,0.006455713,-2.19005581
Q88FJ1,Q88FJ1_PSEPK,Pp_4104,Glutathione S-transferase family protein,PP_0815,R1,0,1.00E-05,-5
Q88FJ1,Q88FJ1_PSEPK,Pp_4104,Glutathione S-transferase family protein,PP_0815,R2,187460,0.036529044,-1.437361694
Q88FJ1,Q88FJ1_PSEPK,Pp_4104,Glutathione S-transferase family protein,PP_0815,R3,114675.3333,0.024810902,-1.605357449
Q88FR2,Q88FR2_PSEPK,Cpo,Non-heme chloroperoxidase,PP_0815,R1,52150.33333,0.011673591,-1.932795539
Q88FR2,Q88FR2_PSEPK,Cpo,Non-heme chloroperoxidase,PP_0815,R2,0,1.00E-05,-5
Q88FR2,Q88FR2_PSEPK,Cpo,Non-heme chloroperoxidase,PP_0815,R3,0,1.00E-05,-5
Q88FR6,Q88FR6_PSEPK,Pp_4017,JmjC domain-containing protein,PP_0815,R1,0,1.00E-05,-5
Q88FR6,Q88FR6_PSEPK,Pp_4017,JmjC domain-containing protein,PP_0815,R2,0,1.00E-05,-5
Q88FR6,Q88FR6_PSEPK,Pp_4017,JmjC domain-containing protein,PP_0815,R3,0,1.00E-05,-5
Q88FR7,Q88FR7_PSEPK,Purb,Adenylosuccinate lyase,PP_0815,R1,68114,0.015246977,-1.816816243
Q88FR7,Q88FR7_PSEPK,Purb,Adenylosuccinate lyase,PP_0815,R2,210277.6667,0.040975366,-1.387477157
Q88FR7,Q88FR7_PSEPK,Purb,Adenylosuccinate lyase,PP_0815,R3,156743,0.033912569,-1.469639306
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R1,0,1.00E-05,-5
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R2,32958.13333,0.006422325,-2.1923077
Q88FR8,HFLD_PSEPK,Hfld,High frequency lysogenization protein HflD homolog,PP_0815,R3,28002.56667,0.006058573,-2.217629621
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R1,0,1.00E-05,-5
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R2,0,1.00E-05,-5
Q88FR9,MNMA_PSEPK,Mnma,tRNA-specific 2-thiouridylase MnmA,PP_0815,R3,0,1.00E-05,-5
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R1,0,1.00E-05,-5
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R2,0,1.00E-05,-5
Q88FS0,Q88FS0_PSEPK,Nudj,Phosphatase NudJ,PP_0815,R3,0,1.00E-05,-5
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R1,1436666.667,0.321590631,-0.492696613
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R2,1376666.667,0.268261588,-0.571441509
Q88FS1,Q88FS1_PSEPK,Idh,Isocitrate dehydrogenase [NADP],PP_0815,R3,1206666.667,0.261071735,-0.583240145
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R1,256634.3333,0.057446309,-1.240737871
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R2,327144.3333,0.063748372,-1.195530904
Q88FS2,Q88FS2_PSEPK,Icd,Isocitrate dehydrogenase [NADP],PP_0815,R3,236578.6667,0.051185638,-1.290851881
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R1,0,1.00E-05,-5
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R2,64572.4,0.012582781,-1.900223378
Q88FS3,Q88FS3_PSEPK,Cspd,Cold shock-like protein CspD,PP_0815,R3,0,1.00E-05,-5
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R1,93530,0.020936222,-1.679101694
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R2,34442.66667,0.006711606,-2.173173538
Q88FS5,Q88FS5_PSEPK,Clpa,ATP-dependent serine protease,PP_0815,R3,0,1.00E-05,-5
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R1,0,1.00E-05,-5
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R2,18839.03333,0.003671033,-2.435211692
Q88FS8,FTSK_PSEPK,Ftsk,DNA translocase FtsK,PP_0815,R3,0,1.00E-05,-5
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R1,47330.66667,0.010594732,-1.974910006
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R2,62168.33333,0.012114317,-1.916701082
Q88FS9,LOLA_PSEPK,Lola,Outer-membrane lipoprotein carrier protein,PP_0815,R3,51162.66667,0.011069442,-1.955874288
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R1,279399.3333,0.06254214,-1.203827263
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R2,352562.3333,0.068701403,-1.163034395
Q88FT2,SYS_PSEPK,Sers,Serine--tRNA ligase,PP_0815,R3,267646.3333,0.05790737,-1.237266163
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R1,0,1.00E-05,-5
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R2,0,1.00E-05,-5
Q88FT3,CYSG_PSEPK,Cysg,Siroheme synthase,PP_0815,R3,0,1.00E-05,-5
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R1,0,1.00E-05,-5
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R2,0,1.00E-05,-5
Q88FT5,Q88FT5_PSEPK,Pp_3997,Glycosyl transferase,PP_0815,R3,0,1.00E-05,-5
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R1,0,1.00E-05,-5
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R2,0,1.00E-05,-5
Q88FU4,Q88FU4_PSEPK,Pp_3988,ATP-binding protein,PP_0815,R3,0,1.00E-05,-5
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R1,0,1.00E-05,-5
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R2,0,1.00E-05,-5
Q88FU7;Q88I85,Q88FU7_PSEPK;Q88I85_PSEPK,Pp_3115;pp_3984,Transposase,PP_0815,R3,0,1.00E-05,-5
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R1,0,1.00E-05,-5
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R2,41136.33333,0.008015955,-2.096044728
Q88FX0,Q88FX0_PSEPK,Bett-iii,Choline/carnitine/betaine transporter BetTC,PP_0815,R3,14110.96667,0.003053018,-2.515270695
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R1,0,1.00E-05,-5
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R2,0,1.00E-05,-5
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,PP_0815,R3,0,1.00E-05,-5
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R1,0,1.00E-05,-5
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R2,0,1.00E-05,-5
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,PP_0815,R3,0,1.00E-05,-5
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R1,0,1.00E-05,-5
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R2,0,1.00E-05,-5
Q88G02,Q88G02_PSEPK,Pp_3924,SCP2 domain-containing protein,PP_0815,R3,0,1.00E-05,-5
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R1,0,1.00E-05,-5
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R2,0,1.00E-05,-5
Q88G03,Q88G03_PSEPK,Pp_3923,Phosphoglycerate mutase,PP_0815,R3,0,1.00E-05,-5
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R1,0,1.00E-05,-5
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R2,35211,0.006861326,-2.163591947
Q88G04,Q88G04_PSEPK,Sohb,Inner membrane peptidase,PP_0815,R3,0,1.00E-05,-5
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R1,601393,0.134618808,-0.870894259
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R2,894433.3333,0.174292087,-0.75872233
Q88G86,Q88G86_PSEPK,Adhp,alcohol dehydrogenase,PP_0815,R3,228284.0667,0.049391036,-1.30635186
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R1,0,1.00E-05,-5
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R2,21029.33333,0.004097842,-2.387444801
Q88G91,Q88G91_PSEPK,Pp_3834,non-specific serine/threonine protein kinase,PP_0815,R3,0,1.00E-05,-5
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R1,0,1.00E-05,-5
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R2,0,1.00E-05,-5
Q88G93,CSRA_PSEPK,Csra,Translational regulator CsrA,PP_0815,R3,0,1.00E-05,-5
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R1,0,1.00E-05,-5
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R2,26473.23333,0.005158657,-2.287463319
Q88G98,Q88G98_PSEPK,Yrpb,Propionate 3-nitronate monooxygenase,PP_0815,R3,0,1.00E-05,-5
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R1,255714.6667,0.057240446,-1.24229699
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R2,363735.5,0.070878641,-1.149484617
Q88GA4,Q88GA4_PSEPK,Galu,UTP--glucose-1-phosphate uridylyltransferase,PP_0815,R3,275662.4333,0.059641715,-1.224449875
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R1,0,1.00E-05,-5
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R2,14394.73333,0.002805003,-2.552066682
Q88GA5,Q88GA5_PSEPK,Gor,Glutathione reductase,PP_0815,R3,0,1.00E-05,-5
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R1,0,1.00E-05,-5
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R2,0,1.00E-05,-5
Q88GB8,Q88GB8_PSEPK,Pp_3806,"Hydrolase, isochorismatase family",PP_0815,R3,0,1.00E-05,-5
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R1,0,1.00E-05,-5
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R2,0,1.00E-05,-5
Q88GE0,Q88GE0_PSEPK,Pp_3784,Chorismatase FkbO/Hyg5-like N-terminal domain-containing protein,PP_0815,R3,0,1.00E-05,-5
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R1,0,1.00E-05,-5
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R2,56813.66667,0.011070889,-1.955817487
Q88GE6,Q88GE6_PSEPK,Proc,Pyrroline-5-carboxylate reductase,PP_0815,R3,0,1.00E-05,-5
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R1,0,1.00E-05,-5
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R2,18086.8,0.003524451,-2.45290857
Q88GE9,Q88GE9_PSEPK,Pp_3775,Sarcosine oxidase,PP_0815,R3,0,1.00E-05,-5
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R1,0,1.00E-05,-5
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R2,0,1.00E-05,-5
Q88GF0,Q88GF0_PSEPK,Pp_3774,Alginate lyase 2 domain-containing protein,PP_0815,R3,0,1.00E-05,-5
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R1,53298.33333,0.011930565,-1.923339
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R2,90178.33333,0.017572433,-1.755168102
Q88GF6,Q88GF6_PSEPK,Pp_3768,Shikimate 5-dehydrogenase,PP_0815,R3,38166.66667,0.008257656,-2.083143229
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R1,126994.3333,0.028427045,-1.546268286
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R2,121685,0.023711921,-1.62503326
Q88GF8,Q88GF8_PSEPK,Gloa,Lactoylglutathione lyase,PP_0815,R3,116266.5667,0.025155178,-1.599372613
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R1,92379.56667,0.020678703,-1.684476707
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R2,320652.3333,0.06248332,-1.204235902
Q88GF9,Q88GF9_PSEPK,Pp_3765,H-NS family protein MvaT,PP_0815,R3,219711.3333,0.047536259,-1.322975001
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R1,0,1.00E-05,-5
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R2,54502.66667,0.010620561,-1.973852555
Q88GG2,Q88GG2_PSEPK,Pp_3762,Response regulator,PP_0815,R3,0,1.00E-05,-5
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R1,37288.66667,0.008346881,-2.078475774
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R2,85252,0.016612472,-1.77956573
Q88GG3,Q88GG3_PSEPK,Pp_3761,histidine kinase,PP_0815,R3,0,1.00E-05,-5
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R1,0,1.00E-05,-5
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R2,0,1.00E-05,-5
Q88GG6,Q88GG6_PSEPK,Pp_3758,histidine kinase,PP_0815,R3,0,1.00E-05,-5
Q88GG7,Q88GG7_PSEPK,Pp_3757,Chemotaxis protein CheY,PP_0815,R1,0,1.00E-05,-5
