Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Q88EC4,Q88EC4_PSEPK,Pp_4542,"ABC transporter, ATP-binding protein/permease protein, putative",0.0009709122142857143,1801.0
Q88PB4,Y936_PSEPK,Maf-1,Maf-like protein PP_0936,0.0009617418181818182,1802.0
Q88GZ6,Q88GZ6_PSEPK,Pp_3569,"Quinate dehydrogenase (Pyrroloquinoline-quinone), putative",0.0009600736111111111,1803.0
Q88PG3,Q88PG3_PSEPK,Pp_0887,Histidine kinase,0.000957145,1804.0
Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0.0009551275714285714,1805.0
Q88HZ0,Q88HZ0_PSEPK,Pp_3212,Rieske 2Fe-2S family protein,0.0009259379285714286,1806.0
Q88E80,Q88E80_PSEPK,Pp_4586,Uncharacterized protein,0.0009254343888888889,1807.0
Q88NG4,Q88NG4_PSEPK,Pp_1245,Uncharacterized protein,0.0009248012222222222,1808.0
Q88GM7,Q88GM7_PSEPK,Pp_3694,Uncharacterized protein,0.0009218797222222223,1809.0
Q88GE3,Q88GE3_PSEPK,Pp_3781,Oxygen-independent Coproporphyrinogen III oxidase family protein,0.0009131986363636363,1810.0
Q88N39,Q88N39_PSEPK,Pcaf,Beta-ketoadipyl CoA thiolase PcaF,0.0009087956428571428,1811.0
Q88CW4,NHAP2_PSEPK,Nhap2,K(+)/H(+) antiporter NhaP2,0.0008978785,1812.0
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",0.0008928504999999999,1813.0
Q88FD9,Q88FD9_PSEPK,Kdpd,Histidine kinase,0.0008908462727272728,1814.0
Q88D86,Q88D86_PSEPK,Pp_4941,Uncharacterized protein,0.0008798127272727272,1815.0
Q88IV7,Q88IV7_PSEPK,Pp_2892,Uncharacterized protein,0.0008755640909090909,1816.0
Q88MR9,Q88MR9_PSEPK,Pp_1500,"Lipoprotein, putative",0.0008655981818181818,1817.0
Q88K45,Q88K45_PSEPK,Pp_2447,Uncharacterized protein,0.0008625992222222223,1818.0
Q88I75,Q88I75_PSEPK,Pp_3126,"Polysaccharide export protein, putative",0.0008493135555555556,1819.0
Q88HD2,Q88HD2_PSEPK,Pp_3428,TPR domain protein,0.0008447625454545455,1820.0
Q88CN4,RPPH_PSEPK,Rpph,RNA pyrophosphohydrolase,0.00084299625,1821.0
Q88BZ5,Q88BZ5_PSEPK,Pp_5388,Uncharacterized protein,0.000842181,1822.0
Q88MC3,Q88MC3_PSEPK,Gacs,Histidine kinase,0.0008402335555555555,1823.0
Q88NL9,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,0.00083859525,1824.0
Q88II5,Q88II5_PSEPK,Pp_3014,Uncharacterized protein,0.0008377014285714286,1825.0
Q88M37,Q88M37_PSEPK,Pp_1738,Uncharacterized protein,0.0008367891111111112,1826.0
Q88HC5,Q88HC5_PSEPK,Pp_3435,Uncharacterized protein,0.00083285,1827.0
Q88GD7,Q88GD7_PSEPK,Pp_3787,Uncharacterized protein,0.000821421,1828.0
Q88EM5,Q88EM5_PSEPK,Pp_4429,"Transcriptional regulator, GntR family",0.0008202762500000001,1829.0
Q88EX1,Q88EX1_PSEPK,Pp_4331,Uncharacterized protein,0.0008193307777777778,1830.0
Q88DL1,Q88DL1_PSEPK,Pp_4814,ATP-dependent protease La domain protein,0.0008156037142857143,1831.0
Q88JH0,Q88JH0_PSEPK,Pp_2679,"Quinoprotein ethanol dehydrogenase, putative",0.0008117840555555557,1832.0
Q88IB2,Q88IB2_PSEPK,Pp_3087,"Excinuclease ABC, A subunit, putative",0.0008099865714285714,1833.0
Q88IU1,Q88IU1_PSEPK,Pp_2908,"Transcriptional regulator, putative",0.0008089772857142857,1834.0
Q88RN8,Q88RN8_PSEPK,Pp_0091,"Lipoprotein, putative",0.0008066736666666667,1835.0
Q88E91,Q88E91_PSEPK,Pp_4575,Urea amidolyase-related protein,0.0008054225714285714,1836.0
Q88MU9,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein DsbC,0.0007944497500000001,1837.0
Q88MA2,Q88MA2_PSEPK,Cobo,Cob(I)alamin adenosyltransferase,0.0007929525,1838.0
Q88PY7,Q88PY7_PSEPK,Pp_0711,"Hydrolase, isochorismatase family",0.0007866758333333334,1839.0
Q88KE7,Q88KE7_PSEPK,Pp_2343,Uncharacterized protein,0.0007704947142857142,1840.0
Q88F46,Q88F46_PSEPK,Ccop-1,Cbb3-type cytochrome c oxidase subunit,0.0007529817777777777,1841.0
Q88FZ5,Q88FZ5_PSEPK,Pp_3931,"Transporter, sodium/sulfate symporter family",0.0007461575,1842.0
Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0.0007316223333333334,1843.0
Q88KT8,Q88KT8_PSEPK,Pp_2201,"Hydrolase, alpha/beta fold family",0.0007286215,1844.0
Q88RD1,Q88RD1_PSEPK,Pp_0201,Uncharacterized protein,0.0007127899999999999,1845.0
Q88JH7,Q88JH7_PSEPK,Pp_2672,"DNA-binding response regulator, LuxR family",0.0007116152222222223,1846.0
Q88N21,Q88N21_PSEPK,Pp_1395,"Transcriptional regulator, AraC family",0.0007071603571428571,1847.0
Q88R91,Q88R91_PSEPK,Pp_0242,"Transcriptional regulator, TetR family",0.0007005676428571429,1848.0
Q88MC8,Q88MC8_PSEPK,Arsc-1,Arsenate reductase,0.0006962832777777777,1849.0
Q88Q02,Q88Q02_PSEPK,Pp_0696,Uncharacterized protein,0.000690533,1850.0
Q88QD3,Q88QD3_PSEPK,Dsbd-1,Thiol:disulfide interchange protein DsbD,0.0006858065555555556,1851.0
Q88K21,Q88K21_PSEPK,Pp_2472,Uncharacterized protein,0.000677381,1852.0
Q88LQ1,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,0.0006717714444444444,1853.0
Q88KC2,Q88KC2_PSEPK,Pp_2368,"Oxidoreductase, aldo/keto reductase family",0.0006567853636363636,1854.0
Q88RQ3,Q88RQ3_PSEPK,Pp_0076,"Glycine betaine-binding protein, putative",0.0006474892222222222,1855.0
Q88DX3,Q88DX3_PSEPK,Pp_4695,Histidine kinase,0.0006445865555555555,1856.0
Q88P19,Q88P19_PSEPK,Cuma,Multicopper oxidase,0.0006418517272727272,1857.0
Q88GG4,CHER3_PSEPK,Cher3,Putative methyltransferase Cher3,0.0006410376428571429,1858.0
Q88MT1,Q88MT1_PSEPK,Pp_1487,Uncharacterized protein,0.0006388068333333333,1859.0
Q88KA9,Q88KA9_PSEPK,Pp_2381,Conserved domain protein,0.0006301564999999999,1860.0
Q88GD4,Q88GD4_PSEPK,Dapf-1,Diaminopimelate epimerase,0.0006198781818181819,1861.0
Q88DF4,Q88DF4_PSEPK,Pp_4871,Uncharacterized protein,0.0006167107272727272,1862.0
Q88ER5,Q88ER5_PSEPK,Flge,Flagellar hook protein FlgE,0.0006149548333333333,1863.0
Q88RI4,Q88RI4_PSEPK,Pp_0145,Na+/Pi cotransporter family protein,0.0006122704545454545,1864.0
Q88K32,Q88K32_PSEPK,Pp_2460,Inosine-uridine preferring nucleoside hydrolase,0.0005986931818181819,1865.0
Q88DI9,Q88DI9_PSEPK,Pp_4836,Uncharacterized protein,0.0005956417142857143,1866.0
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",0.0005920871666666667,1867.0
P0A101,PCAJ_PSEPK,Pcaj,3-oxoadipate CoA-transferase subunit B,0.0005696995714285716,1868.0
Q88CH6,Q88CH6_PSEPK,Pp_5205,Uncharacterized protein,0.0005680172857142858,1869.0
Q88HW4,Q88HW4_PSEPK,Pp_3239,"Tn4652, cointegrate resolution protein T, putative",0.0005638637777777778,1870.0
Q88C57,PSTB2_PSEPK,Pstb2,Phosphate import ATP-binding protein PstB 2,0.0005586101111111112,1871.0
Q88CB7,Q88CB7_PSEPK,Rep,ATP-dependent DNA helicase Rep,0.0005540762857142857,1872.0
Q88QT0,Q88QT0_PSEPK,Pp_0408,Uncharacterized protein,0.0005305431818181818,1873.0
Q88EB6,Q88EB6_PSEPK,Fadd2,Long-chain-fatty-acid--CoA ligase,0.0005287185454545454,1874.0
Q88LT4,Q88LT4_PSEPK,Pp_1843,"Magnesium/cobalt transporter, MIT family",0.000521576,1875.0
Q88EQ3,Q88EQ3_PSEPK,Bkdr,Transcriptional regulator BkdR,0.00051840325,1876.0
Q88EW7,Q88EW7_PSEPK,Motb,Flagellar motor protein MotB,0.0005075801428571429,1877.0
Q88QX1,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,0.0005052774285714286,1878.0
Q88MS5,CHEB3_PSEPK,Cheb3,Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon,0.0005035829999999999,1879.0
Q88IB8,Q88IB8_PSEPK,Pp_3081,Uncharacterized protein,0.0005002528888888889,1880.0
Q88QH4,Q88QH4_PSEPK,Thil,Thiamine-monophosphate kinase,0.0004989339999999999,1881.0
Q88H02,Q88H02_PSEPK,Pp_3563,Uncharacterized protein,0.000498738,1882.0
Q88NB3,Q88NB3_PSEPK,Aapm,"General amino acid ABC transporter, permease protein",0.000497607,1883.0
Q88IA9,Q88IA9_PSEPK,Pp_3090,OmpA domain protein,0.0004936558571428572,1884.0
Q88GD9,Q88GD9_PSEPK,Pp_3785,Uncharacterized protein,0.0004883182727272727,1885.0
Q88DP4,Q88DP4_PSEPK,Pp_4780,"Acyl-CoA dehydrogenase, putative",0.00047851154545454545,1886.0
Q88NS6,Q88NS6_PSEPK,Pp_1128,OmpA family protein,0.0004761490909090909,1887.0
Q88CH4,Q88CH4_PSEPK,Pp_5207,"ABC transporter, ATP-binding protein/permease protein, putative",0.0004695194444444444,1888.0
Q88L33,Q88L33_PSEPK,Pp_2102,"Deoxyguanosinetriphosphate triphosphohydrolase, putative",0.000467539,1889.0
Q88HW9,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",0.0004610587222222222,1890.0
Q88C43,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,0.0004534485,1891.0
Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0.00045265844444444445,1892.0
Q88CS9,Q88CS9_PSEPK,Pp_5101,"Oxygen-independent coproporphyrinogen III oxidase, putative",0.0004522865555555555,1893.0
Q88JS3,Q88JS3_PSEPK,Pp_2575,Uncharacterized protein,0.0004427831428571428,1894.0
Q88Q26,Q88Q26_PSEPK,Pp_0672,Sensory box protein,0.0004406033636363636,1895.0
Q88L18,Q88L18_PSEPK,Pp_2119,"ABC efflux transporter, permease/ATP-binding protein, putative",0.0004364417142857143,1896.0
Q88GT0,Q88GT0_PSEPK,Pp_3638,"Acyl-CoA dehydrogenase, putative",0.00043601645454545456,1897.0
Q88DG5,Q88DG5_PSEPK,Pp_4860,"Mannose-6-phosphate isomerase, putative",0.00043490285714285716,1898.0
Q88HV4,Q88HV4_PSEPK,Pp_3249,"Oxidoreductase, putative",0.00043132425,1899.0
Q88HR2,Q88HR2_PSEPK,Pp_3291,Metallo-beta-lactamase family protein,0.00042417457142857143,1900.0
Q88J29,Q88J29_PSEPK,Nfxb,Transcriptional regulator NfxB,0.0004238732857142857,1901.0
Q88I71,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,0.00041636783333333334,1902.0
Q88PI9,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,0.0004092523636363636,1903.0
Q88GE7,Q88GE7_PSEPK,Pp_3777,Uncharacterized protein,0.0004050569090909091,1904.0
Q88D81,Q88D81_PSEPK,Putp,Sodium/proline symporter,0.0003962835,1905.0
Q88FE0,Q88FE0_PSEPK,Kdpe,Transcriptional regulatory protein KdpE,0.0003857291818181818,1906.0
Q88KN6,Q88KN6_PSEPK,Pp_2254,"Transcriptional regulator, GntR family",0.000385263,1907.0
Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein, putative",0.0003848283888888889,1908.0
Q88L44,Q88L44_PSEPK,Pp_2091,"Serine/threonine-protein kinase, putative",0.0003738305714285714,1909.0
Q88DJ7,Q88DJ7_PSEPK,Cobh,Precorrin-8X methylmutase,0.00037093872222222226,1910.0
Q88JU3,Q88JU3_PSEPK,Pp_2554,"4-hydroxyphenylpyruvate dioxygenase, putative",0.0003697715,1911.0
Q88N35,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,0.00036814585714285713,1912.0
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,0.00035965000000000004,1913.0
Q88IB1,Q88IB1_PSEPK,Pp_3088,Uncharacterized protein,0.0003541381428571428,1914.0
Q88GV5,Q88GV5_PSEPK,Pp_3612,"TonB-dependent receptor, putative",0.0003478915,1915.0
Q88QS9,Q88QS9_PSEPK,Pp_0409,Histidine kinase,0.00033462528571428574,1916.0
Q88PR9,Q88PR9_PSEPK,Pp_0779,Methyl-accepting chemotaxis transducer/sensory box protein,0.0003212901428571429,1917.0
Q88JJ7,Q88JJ7_PSEPK,Pp_2652,"Hydratase/decarboxylase, putative",0.0003186025454545455,1918.0
Q88CI5,Q88CI5_PSEPK,Pp_5196,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.00031251577777777776,1919.0
Q88Q75,Q88Q75_PSEPK,Pp_0620,"Transcriptional regulator, GntR family",0.0003087755,1920.0
Q88FE9,Q88FE9_PSEPK,Pp_4148,"Peptide ABC transporter, permease protein",0.0003072830909090909,1921.0
Q88PA6,Q88PA6_PSEPK,Fumc-1,Fumarate hydratase class II,0.00030620590909090904,1922.0
Q88LY8,Q88LY8_PSEPK,Pp_1788,Uncharacterized protein,0.0003033785,1923.0
Q88MR5,Q88MR5_PSEPK,Pp_1504,Uncharacterized protein,0.00030164866666666665,1924.0
Q88CW0,Q88CW0_PSEPK,Pp_5070,ParA family protein,0.00029620994444444444,1925.0
Q88GD8,Q88GD8_PSEPK,Pp_3786,Aminotransferase,0.0002956899090909091,1926.0
Q88LC8,Q88LC8_PSEPK,Pp_2007,P-47-related protein,0.0002890011666666666,1927.0
Q88CK5,Q88CK5_PSEPK,Pp_5175,HlyD family secretion protein,0.00028696255555555553,1928.0
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,0.00028063125,1929.0
Q88HX1,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",0.00027860572222222226,1930.0
Q88M14,Q88M14_PSEPK,Pp_1761,Sensory box protein/GGDEF family protein,0.00027669775,1931.0
Q88ET4,Q88ET4_PSEPK,Flif,Flagellar M-ring protein,0.00027562145454545453,1932.0
Q88IC7,ECOT_PSEPK,Eco,Ecotin,0.00027354325,1933.0
Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0.000272213,1934.0
Q88GA2,Q88GA2_PSEPK,Pp_3823,Cytochrome c-type protein,0.00027168571428571426,1935.0
Q88CK6,Q88CK6_PSEPK,Pp_5174,"Efflux membrane fusion protein, RND family",0.000270229,1936.0
Q88R69,Q88R69_PSEPK,Pp_0265,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein",0.00026806375,1937.0
Q88LD0,Q88LD0_PSEPK,Pp_2005,Uncharacterized protein,0.0002634223636363636,1938.0
Q88E06,Q88E06_PSEPK,Pp_4662,Uncharacterized protein,0.0002604527142857143,1939.0
Q88QX9,Q88QX9_PSEPK,Pp_0355,Response regulator,0.00025985328571428567,1940.0
Q88GU5,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit, putative",0.00025738700000000003,1941.0
Q88QI0,NRDR_PSEPK,Nrdr,Transcriptional repressor NrdR,0.0002547238571428571,1942.0
Q88FW0,Q88FW0_PSEPK,Pp_3968,Histidine kinase,0.00024966014285714285,1943.0
Q88JL0,Q88JL0_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,0.00024903254545454546,1944.0
Q88FC1,Q88FC1_PSEPK,Pp_4177,Uncharacterized protein,0.00024718425,1945.0
Q88RF0,Q88RF0_PSEPK,Pp_0180,Cytochrome c family protein,0.00024371754545454547,1946.0
Q88N61,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0.00023669436363636364,1947.0
Q88GP7,Q88GP7_PSEPK,Pp_3671,"Oxidoreductase, aldo/keto reductase family",0.00023488657142857144,1948.0
Q88HB4,Q88HB4_PSEPK,Ilva-1,L-threonine dehydratase,0.00022913845454545457,1949.0
Q88DD0,Q88DD0_PSEPK,Pp_4897,N-acetylmuramoyl-L-alanine amidase,0.00022679372727272727,1950.0
Q88HR4,Q88HR4_PSEPK,Pp_3289,"Acetyltransferase, GNAT family",0.00022392514285714284,1951.0
Q88HR3,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,0.00022279394444444444,1952.0
Q88HW6,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,0.00021932542857142857,1953.0
Q88MB5,Q88MB5_PSEPK,Pp_1659,Uncharacterized protein,0.00021921638888888886,1954.0
Q88HA5,Q88HA5_PSEPK,Pp_3455,Multidrug efflux RND membrane fusion protein,0.00021921638888888886,1955.0
Q88H64,Q88H64_PSEPK,Pp_3497,"Peptidase, U32 family",0.00021883474999999998,1956.0
Q88IX4,Q88IX4_PSEPK,Pp_2875,Uncharacterized protein,0.00021883474999999998,1957.0
Q88KU1,Q88KU1_PSEPK,Pp_2198,Uncharacterized protein,0.00021883474999999998,1958.0
Q88M69,Q88M69_PSEPK,Nirb,Nitrite reductase,0.00021883474999999998,1959.0
Q88JH3,Q88JH3_PSEPK,Pp_2676,"Periplasmic binding protein, putative",0.00021883474999999998,1960.0
Q88RH2,Q88RH2_PSEPK,Gcdh,Glutaryl-CoA dehydrogenase,0.00021883474999999998,1961.0
Q88F80,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,0.00021883474999999998,1962.0
Q88I50,Q88I50_PSEPK,Pp_3151,Aldehyde dehydrogenase family protein,0.00021883474999999998,1963.0
Q88E51,Q88E51_PSEPK,Pp_4617,Leucine dehydrogenase,0.0002155448181818182,1964.0
Q88GT6,Q88GT6_PSEPK,Pp_3631,Uncharacterized protein,0.00021248045454545452,1965.0
Q88FZ9,Q88FZ9_PSEPK,Pp_3927,Uncharacterized protein,0.00021157836363636364,1966.0
Q88N06,Q88N06_PSEPK,Pp_1412,Enoyl-CoA hydratase/isomerase family protein,0.00020980407142857143,1967.0
Q88HA4,Q88HA4_PSEPK,Pp_3456,Multidrug efflux RND transporter,0.00020705883333333334,1968.0
Q88CC9,Q88CC9_PSEPK,Pp_5252,Uncharacterized protein,0.0002053139285714286,1969.0
Q88IY8,Q88IY8_PSEPK,Pp_2861,Methyl-accepting chemotaxis transducer,0.00020411114285714285,1970.0
Q88L84,Q88L84_PSEPK,Atob,Acetyl-CoA acetyltransferase,0.00020376428571428572,1971.0
Q88HZ1,Q88HZ1_PSEPK,Pp_3211,"ABC transporter, ATP-binding protein",0.00020376428571428572,1972.0
Q88N38,Q88N38_PSEPK,Pcat,Dicarboxylate MFS transporter,0.00020376428571428572,1973.0
Q88GM9,Q88GM9_PSEPK,Pp_3692,Uncharacterized protein,0.00020376428571428572,1974.0
Q88R26,Q88R26_PSEPK,Pp_0308,"Dipeptidase, putative",0.00020376428571428572,1975.0
Q88G00,Q88G00_PSEPK,Pp_3926,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.00020376428571428572,1976.0
Q88KP3,Q88KP3_PSEPK,Pp_2247,"Endoribonuclease, putative",0.00020376428571428572,1977.0
Q88RG1,Q88RG1_PSEPK,Pp_0169,"Dioxygenase, TauD/TfdA family",0.00020376428571428572,1978.0
Q88JA7,Q88JA7_PSEPK,Pp_2742,Uncharacterized protein,0.00020376428571428572,1979.0
Q88G90,Q88G90_PSEPK,Pp_3835,Histidine kinase,0.00020376428571428572,1980.0
Q88LF7,Q88LF7_PSEPK,Pp_1976,HlyD family secretion protein,0.00020376428571428572,1981.0
Q88DZ2,YEDY_PSEPK,Yedy,Sulfoxide reductase catalytic subunit YedY,0.00020376428571428572,1982.0
Q88QW2,Q88QW2_PSEPK,Pp_0372,"Acetylornithine aminotransferase, putative",0.00020376428571428572,1983.0
Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,0.00020376428571428572,1984.0
Q88JA4,Q88JA4_PSEPK,Pp_2745,Universal stress protein family,0.00018996442857142858,1985.0
Q88Q44,MDH_PSEPK,Mdh,Probable malate dehydrogenase,0.00018996442857142858,1986.0
Q88HX3,Q88HX3_PSEPK,Pp_3230,Phosphoribosyl transferase domain protein,0.00018996442857142858,1987.0
Q88I68,Q88I68_PSEPK,Pp_3133,"Oxidoreductase, putative",0.00018935027272727273,1988.0
Q88GD6,Q88GD6_PSEPK,Pp_3788,"Non-ribosomal peptide synthetase, putative",0.00018935027272727273,1989.0
Q88GV4,Q88GV4_PSEPK,Pp_3613,L-sorbosone dehydrogenase,0.00018935027272727273,1990.0
Q88R40,Q88R40_PSEPK,Pp_0294,"Glycine betaine/L-proline ABC transporter, ATP-binding subunit",0.00018935027272727273,1991.0
Q88PG8,Q88PG8_PSEPK,Dppa,"Dipeptide ABC transporter, periplasmic dipeptide-binding protein",0.00018935027272727273,1992.0
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",0.00018935027272727273,1993.0
Q88HD9,Q88HD9_PSEPK,Pp_3421,Histidine kinase,0.00018935027272727273,1994.0
Q88MQ3,Q88MQ3_PSEPK,Pp_1517,RND efflux transporter,0.00018935027272727273,1995.0
Q88HY9,Q88HY9_PSEPK,Pp_3213,"ABC transporter, periplasmic binding component-related protein",0.00018935027272727273,1996.0
Q88MB3,Q88MB3_PSEPK,Pp_1661,"Dehydrogenase subunit, putative",0.0001842225,1997.0
Q88IT1,Q88IT1_PSEPK,Pp_2918,"Trehalose synthase, putative",0.00017616457142857143,1998.0
Q88E12,Q88E12_PSEPK,Pcah,"Protocatechuate 3,4-dioxygenase, beta subunit",0.00017616457142857143,1999.0
Q88E13,Q88E13_PSEPK,Pcag,"Protocatechuate 3,4-dioxygenase, alpha subunit",0.00017616457142857143,2000.0
Q88GV7,Q88GV7_PSEPK,Pp_3610,Uncharacterized protein,0.00017616457142857143,2001.0
Q88HA7,Q88HA7_PSEPK,Pp_3453,Histidine kinase,0.00017616457142857143,2002.0
Q88FX5,Q88FX5_PSEPK,Pcai,"3-oxoadipate CoA-transferase, subunit A",0.00017616457142857143,2003.0
Q88DI7,Q88DI7_PSEPK,Oprc,Outer membrane copper receptor OprC,0.00017616457142857143,2004.0
Q88K85,Q88K85_PSEPK,Aroe,Shikimate dehydrogenase (NADP(+)),0.00017616457142857143,2005.0
Q88F85,Q88F85_PSEPK,Pp_4213,"Dipeptidase, putative",0.0001717868181818182,2006.0
Q88P47,Q88P47_PSEPK,Pp_1006,"Outer membrane heme receptor, putative",0.0001717868181818182,2007.0
Q88F03,Q88F03_PSEPK,Gcl,Glyoxylate carboligase,0.0001717868181818182,2008.0
Q88IQ5,Q88IQ5_PSEPK,Pp_2944,Histidine kinase,0.0001717868181818182,2009.0
Q88MQ4,Q88MQ4_PSEPK,Pp_1516,RND membrane fusion protein,0.00016412575,2010.0
Q88F82,Q88F82_PSEPK,Pvde,"Pyoverdine ABC export system, permease/ATP-binding protein",0.00016412575,2011.0
Q88FX3,Q88FX3_PSEPK,Pp_3954,"Periplasmic binding protein, putative",0.00016412575,2012.0
Q88F84,Q88F84_PSEPK,Pp_4214,"Aminotransferase, class V",0.00016412575,2013.0
Q30CS2,Q30CS2_KITAU,Lippks1,LipPks1-TE,0.00016412575,2014.0
Q88IT9,Q88IT9_PSEPK,Pp_2910,Uncharacterized protein,0.00016412575,2015.0
Q88MT4,Q88MT4_PSEPK,Pp_1484,"Polyamine ABC transporter, ATP-binding protein",0.00016412575,2016.0
Q88L58,Q88L58_PSEPK,Lysa-1,Diaminopimelate decarboxylase,0.00016412575,2017.0
Q88JD9,Q88JD9_PSEPK,Pp_2710,Uncharacterized protein,0.00016412575,2018.0
Q88C28,Q88C28_PSEPK,Pp_5355,"Sodium/proton antiporter, putative",0.00016412575,2019.0
Q88F78,Q88F78_PSEPK,Pp_4220,"Non-ribosomal peptide synthetase domain protein, putative",0.00016412575,2020.0
Q88CM8,Q88CM8_PSEPK,Pp_5152,Uncharacterized protein,0.00016412575,2021.0
Q88LB6,Q88LB6_PSEPK,Pp_2019,"Membrane protein, putative",0.00016412575,2022.0
Q88N15,Q88N15_PSEPK,Dctd,C4-dicarboxylate transport transcriptional regulatory protein,0.00016412575,2023.0
Q88H43,Q88H43_PSEPK,Pp_3522,Uncharacterized protein,0.00016412575,2024.0
Q88H50,Q88H50_PSEPK,Hyua,Hydantoin utilization protein A,0.00016412575,2025.0
Q88EL5,Q88EL5_PSEPK,Pp_4447,Uncharacterized protein,0.00016412575,2026.0
Q88GU4,Q88GU4_PSEPK,Pp_3623,Cytochrome c family protein,0.00016412575,2027.0
Q88K37,Q88K37_PSEPK,Rbsa,"Ribose ABC transporter, ATP-binding protein",0.00016412575,2028.0
Q88HA1,Q88HA1_PSEPK,Pp_3459,Uncharacterized protein,0.00016412575,2029.0
Q88EQ4,Q88EQ4_PSEPK,Pp_4399,"Glutamine synthetase, putative",0.00016412575,2030.0
Q88HA6,Q88HA6_PSEPK,Pp_3454,"Transcriptional regulatory protein RstA, putative",0.00016412575,2031.0
Q88K73,Q88K73_PSEPK,Pp_2418,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.00016412575,2032.0
Q88IV8,Q88IV8_PSEPK,Pp_2891,"Acetyltransferase, GNAT family",0.00016412575,2033.0
Q88HC3,Q88HC3_PSEPK,Pp_3437,CBS domain protein,0.00016412575,2034.0
Q88KB1,Q88KB1_PSEPK,Pp_2379,Sco1/SenC family protein,0.00016412575,2035.0
Q88GS4,Q88GS4_PSEPK,Pp_3644,"Monooxygenase subunit, putative",0.00016412575,2036.0
Q88RG7,Q88RG7_PSEPK,Pp_0163,"Transcriptional regulator, GntR family",0.00016412575,2037.0
Q88RH1,Q88RH1_PSEPK,Pp_0159,CAIB/BAIF family protein,0.00016412575,2038.0
Q88JY6,Q88JY6_PSEPK,Pp_2507,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.00016412575,2039.0
Q88HE0,Q88HE0_PSEPK,Pp_3420,Histidine kinase,0.00016412575,2040.0
Q88PG6,Q88PG6_PSEPK,Pp_0884,"Dipeptide ABC transporter, periplasmic peptide-binding protein",0.00016412575,2041.0
Q88GK8,Q88GK8_PSEPK,Cata,"Catechol 1,2-dioxygenase",0.00016412575,2042.0
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,0.00016412575,2043.0
Q88IU8,PVDQ_PSEPK,Pvdq,Acyl-homoserine lactone acylase PvdQ,0.00016412575,2044.0
Q88JV4,Q88JV4_PSEPK,Pp_2543,"Gamma-aminobutyrate transporter, putative",0.00016412575,2045.0
Q88KH3,Q88KH3_PSEPK,Pp_2317,"ABC transporter, ATP-binding protein, putative",0.00016412575,2046.0
Q88JS8,Q88JS8_PSEPK,Pp_2569,"Metabolite MFS transporter, MHS family",0.00016412575,2047.0
Q88RM6,Q88RM6_PSEPK,Pp_0103,Cytochrome c oxidase subunit 2,0.00016412575,2048.0
Q88KM6,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein, putative",0.00016412575,2049.0
Q88LB7,Q88LB7_PSEPK,Pp_2018,BNR domain protein,0.00016412575,2050.0
Q88IU0,CSID_PSEPK,Csid,Protein CsiD,0.00016412575,2051.0
