Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0751,R1,1055015.2,0.021078853,-1.676153021
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0751,R2,955770.38,0.019972342,-1.699570999
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0751,R3,610074.4333,0.012920537,-1.888719438
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812,R1,1508894.533,0.030844126,-1.510827538
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812,R2,1581893.033,0.033514831,-1.474762965
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0812,R3,1137949.333,0.024234295,-1.615569603
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0368,R1,5465530.567,0.115929378,-0.935806492
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0368,R2,6672209.1,0.138700524,-0.857921897
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0368,R3,6683368.993,0.141034249,-0.85067541
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0751,R1,5977048.6,0.119419445,-0.922924951
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0751,R2,5297798.333,0.110705923,-0.955829144
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0751,R3,306483.1667,0.006490892,-2.187695637
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812,R1,7783493,0.159106571,-0.798311883
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812,R2,7980000,0.169068544,-0.771937187
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812,R3,1683743.833,0.035857788,-1.44541651
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0368,R1,589273.9,0.01249909,-1.903121614
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0368,R2,820722.3333,0.017061009,-1.767995294
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0368,R3,877479,0.018516798,-1.732434118
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0751,R1,534635,0.01068183,-1.971354352
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0751,R2,548013,0.011451603,-1.941133706
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0751,R3,627327.6667,0.013285937,-1.876607822
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812,R1,188683.2,0.003856975,-2.41375319
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812,R3,371513.1667,0.007911916,-2.101718318
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0368,R1,2028602.333,0.043028688,-1.366241899
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0368,R2,882769.7667,0.018350838,-1.736344094
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0368,R3,779001.3267,0.016438695,-1.784132652
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0751,R1,2220000,0.044354862,-1.353058764
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0751,R2,1946666.667,0.040678696,-1.390632974
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0751,R3,742323.8333,0.015721397,-1.803508859
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812,R1,563407.9333,0.011516925,-1.938663465
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812,R2,205753.7333,0.004359209,-2.360592354
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812,R3,505441.5,0.010764116,-1.968021631
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0368,R1,57142.13333,0.001212042,-2.91648237
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0368,R2,10397.3,0.000216137,-3.66527097
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0368,R3,145925.3267,0.003079355,-2.511540175
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0751,R1,17522.8,0.0003501,-3.455808234
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0751,R2,184314.98,0.003851555,-2.414363933
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0751,R3,206768,0.004379062,-2.358618936
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812,R1,54020.2,0.001104256,-2.956930235
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812,R2,85146.4,0.001803957,-2.743773787
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812,R3,308262.1667,0.006564894,-2.182772302
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0368,R1,1140000,0.024180542,-1.616533969
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0368,R2,639164.4333,0.01328682,-1.876578945
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0368,R3,896649.9933,0.018921349,-1.7230479
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0751,R1,926872.6667,0.018518608,-1.732391663
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0751,R2,948864.3333,0.019828029,-1.702720444
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0751,R3,1056823.667,0.022382071,-1.650099733
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812,R1,194903.5333,0.003984128,-2.39966671
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812,R2,416768.7333,0.008829885,-2.054044948
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812,R3,487487.6667,0.010381763,-1.983728896
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0368,R1,15883333.33,0.336901411,-0.47249717
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0368,R2,18106666.67,0.3763977,-0.424353039
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0368,R3,17763333.33,0.374846635,-0.426146384
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0751,R1,24020000,0.479911619,-0.318838735
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0751,R2,19790000,0.413543527,-0.383478773
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0751,R3,19416666.67,0.41121828,-0.385927588
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812,R1,16103333.33,0.329176907,-0.48257064
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812,R2,17620000,0.373306736,-0.427934174
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812,R3,14613333.33,0.311212307,-0.506943238
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0368,R1,155895.4667,0.003306699,-2.480605334
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0368,R2,829590.3333,0.017245355,-1.763327862
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0368,R3,764297.3333,0.016128408,-1.792408505
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0751,R1,564462.3333,0.01127777,-1.947776771
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0751,R2,753243,0.015740211,-1.802989462
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0751,R3,1313333.333,0.027814593,-1.555727296
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812,R3,966943,0.020592465,-1.686291655
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0368,R1,2464664.567,0.052278004,-1.281680998
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0368,R2,3606666.667,0.074974652,-1.125085539
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0368,R3,3546666.667,0.074842713,-1.125850476
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0751,R1,4126666.667,0.082449429,-1.083812348
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0751,R2,5236666.667,0.109428479,-0.960869636
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0751,R3,4773333.333,0.101092631,-0.9952805
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812,R1,1742780.6,0.035625117,-1.448243706
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812,R2,1161881.4,0.02461624,-1.608778279
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812,R3,2170410.5,0.046222066,-1.335150647
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0368,R1,601227.9,0.012752646,-1.894399694
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0368,R2,701011.4333,0.014572483,-1.836466444
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0368,R3,862819.3333,0.018207445,-1.739750981
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0751,R1,442101.6,0.008833043,-2.053889651
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0751,R2,242236.98,0.005061927,-2.295684123
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0751,R3,417832.5,0.008849117,-2.053100046
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812,R2,174791.7333,0.003703231,-2.431419189
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812,R3,488916.5,0.010412192,-1.982457834
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0368,R1,1622662.467,0.034418296,-1.463210629
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0368,R2,3974470,0.082620473,-1.082912322
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0368,R3,5010000,0.105722367,-0.975833123
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0751,R1,3546304.267,0.070853981,-1.149635744
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0751,R2,3725924.313,0.077859115,-1.108690538
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0751,R3,3893879.5,0.082467009,-1.083719756
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812,R1,3542838.933,0.072421078,-1.140135014
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812,R2,1125153.1,0.023838095,-1.622728457
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812,R3,2170410.5,0.046222066,-1.335150647
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0368,R1,116559.8,0.00247235,-2.606890026
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0368,R2,370264.8667,0.007696991,-2.11367904
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0368,R3,418086.66,0.008822577,-2.054404539
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0751,R1,464859.2667,0.009287734,-2.032090245
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0751,R2,317456.96,0.006633768,-2.178239714
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0751,R3,714235,0.015126514,-1.820261135
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812,R2,145577.0667,0.003084274,-2.510847114
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812,R3,489439.1667,0.010423323,-1.981993808
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0368,R1,23558757.33,0.499704843,-0.301286441
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0368,R2,23817301.67,0.495109218,-0.305298988
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0368,R3,25870000,0.545915694,-0.262874421
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0751,R1,24260881.33,0.484724348,-0.314505165
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0751,R2,23039856.67,0.481454451,-0.317444794
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0751,R3,22786797.33,0.482593009,-0.316418974
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812,R1,23077275,0.471735003,-0.326301897
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812,R2,22651717.7,0.479911396,-0.318838938
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812,R3,30283333.33,0.644927875,-0.190488852
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0368,R1,3799673,0.080594871,-1.093692597
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0368,R2,6103732.333,0.126883145,-0.896596065
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0368,R3,6980006.667,0.147293977,-0.831815012
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0751,R1,4421636.667,0.088342832,-1.053828685
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0751,R2,4819456.667,0.100710213,-0.996926487
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0751,R3,7622908,0.161442701,-0.791981585
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812,R1,3197009.333,0.065351789,-1.184742518
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812,R2,3907507.333,0.082786538,-1.082040276
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812,R3,6325736.333,0.134715807,-0.870581443
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0368,R1,3526419.333,0.074798887,-1.126104866
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0368,R2,3263581.433,0.067842666,-1.168497091
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0368,R3,4026324.667,0.084964585,-1.070762058
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0751,R1,2758286.667,0.055109651,-1.258772338
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0751,R2,1941172.647,0.04056389,-1.391860404
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0751,R3,2066169,0.043758616,-1.358936422
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812,R1,1090933.867,0.022300367,-1.651687999
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812,R2,1452626.067,0.030776112,-1.511786245
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812,R3,3831955.667,0.0816071,-1.088272053
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0368,R1,736984.1333,0.015632172,-1.805980682
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0368,R2,1076542.1,0.022378938,-1.650160527
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0368,R3,1059475.66,0.02235734,-1.650579865
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0751,R1,1000904.333,0.019997736,-1.699019169
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0751,R2,963950,0.020143268,-1.695870059
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0751,R3,1409765,0.029856883,-1.524955539
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812,R1,1110791.6,0.022706289,-1.643853836
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812,R2,945164.7333,0.020024765,-1.698432569
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812,R3,1213488.167,0.025843005,-1.587656983
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0368,R1,227978.8,0.004835659,-2.315544357
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0368,R2,10397.3,0.000216137,-3.66527097
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0368,R3,239405.7933,0.005052005,-2.296536194
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0751,R1,151428.2,0.003025485,-2.519204978
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0751,R2,157394.96,0.003289018,-2.482933745
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0751,R3,339968.2,0.007200059,-2.142663967
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812,R1,296771.9333,0.006066475,-2.217063597
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812,R2,236144.3667,0.005003081,-2.300762488
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812,R3,235591.5,0.005017266,-2.299532911
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0368,R1,913996.3333,0.019386778,-1.712494366
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0368,R2,1026568.333,0.021340094,-1.670803682
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0368,R3,1061231,0.022394382,-1.649860921
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0751,R1,1300401.333,0.025981587,-1.585334332
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0751,R2,1146137,0.023950356,-1.620688034
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0751,R3,1137763.667,0.024096269,-1.618050202
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812,R1,406272.2667,0.00830483,-2.080669245
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812,R2,251217.3667,0.005322425,-2.273890419
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812,R3,464860.5,0.009899884,-2.004369883
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0368,R1,198696.8,0.004214558,-2.375247947
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0368,R2,10397.3,0.000216137,-3.66527097
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0368,R3,356633.32,0.007525772,-2.123448933
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0751,R1,793483.2667,0.015853532,-1.799873966
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0751,R2,652678.6467,0.013638758,-1.865225162
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0751,R3,746648.8333,0.015812995,-1.800985872
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812,R1,228949.2,0.004680074,-2.329747292
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812,R2,199345.0667,0.004223431,-2.374334586
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812,R3,115005,0.0024492,-2.610975806
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0368,R1,4840000,0.102661249,-0.988593458
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0368,R2,5016666.667,0.104285445,-0.9817763
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0368,R3,5623333.333,0.118665092,-0.925677021
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0751,R1,4483333.333,0.08957551,-1.047810708
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0751,R2,4256666.667,0.08894982,-1.050854924
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0751,R3,6310000,0.133637116,-0.874072904
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812,R1,4630000,0.094644323,-1.023905432
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812,R2,4730000,0.100212308,-0.999078937
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812,R3,5273333.333,0.112303346,-0.949607304
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0368,R1,597642.4667,0.012676595,-1.89699737
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0368,R2,552224.7333,0.011479535,-1.940075691
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0368,R3,346616.6467,0.007314398,-2.135821433
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0751,R1,1713232.833,0.034229823,-1.465595349
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0751,R2,906138.48,0.018935205,-1.722729993
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0751,R3,483594,0.010241855,-1.989621359
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812,R1,534199.5333,0.01091986,-1.961782918
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812,R2,95073.1,0.00201427,-2.695882423
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812,R3,332648.8333,0.007084243,-2.149706524
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0368,R1,419558.8,0.008899262,-2.050645985
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0368,R2,326649.6333,0.006790326,-2.16810937
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0368,R3,359949.98,0.007595761,-2.119428695
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0751,R1,499052.8667,0.00997091,-2.001265183
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0751,R2,517050.2933,0.010804588,-1.966391778
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0751,R3,488221.5,0.010339859,-1.985485363
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812,R1,292625.8,0.005981722,-2.223173809
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812,R2,347944.4,0.007371736,-2.132430227
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812,R3,317073.1667,0.006752537,-2.170533038
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0368,R1,98755.23333,0.002094697,-2.6788787
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0368,R2,214102.7667,0.004450725,-2.351569266
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0368,R3,115446.6533,0.002436186,-2.613289501
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0751,R1,70891.2,0.001416383,-2.84881941
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0751,R2,45506.29333,0.000950926,-3.021853105
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0751,R3,1983126.333,0.041999887,-1.376751882
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812,R3,110616.6667,0.002355744,-2.627871961
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0368,R1,923570,0.019589845,-1.707969002
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0368,R2,371429.1,0.007721193,-2.112315619
