From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
Q88PS5	Q88PS5	unreviewed	Q88PS5_PSEPK	OmpA/MotB domain-containing protein	yiaD PP_0773	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	236	PP_0773		yiaD	
Q88PS6	Q88PS6	unreviewed	Q88PS6_PSEPK	Metallo-beta-lactamase family protein	PP_0772	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	214	PP_0772			
Q88PS7	Q88PS7	unreviewed	Q88PS7_PSEPK	mRNA interferase (EC 3.1.27.-)	chpB PP_0771	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	115	PP_0771		chpB	
Q88PS9	Q88PS9	unreviewed	Q88PS9_PSEPK	Sensor histidine kinase	PP_0769	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	230	PP_0769			
Q88PT0	Q88PT0	unreviewed	Q88PT0_PSEPK	Response regulator/TPR domain protein	PP_0768	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	535	PP_0768			
Q88PT2	Q88PT2	unreviewed	Q88PT2_PSEPK	DUF1329 domain-containing protein	PP_0766	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	454	PP_0766			
Q88PT3	Q88PT3	unreviewed	Q88PT3_PSEPK	Adhesin	PP_0765	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	628	PP_0765			
Q88PT5	Q88PT5	unreviewed	Q88PT5_PSEPK	Medium-chain-fatty-acid CoA ligase	PP_0763	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	560	PP_0763			
Q88PT6	Q88PT6	unreviewed	Q88PT6_PSEPK	Glycerate dehydrogenase	hprA PP_0762	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	321	PP_0762		hprA	
Q88PT7	Q88PT7	reviewed	RSMC_PSEPK	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC PP_0761	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_0761		rsmC	
Q88PT9	Q88PT9	unreviewed	Q88PT9_PSEPK	Peptidase M48 domain-containing protein	PP_0759	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	279	PP_0759			
Q88PU2	Q88PU2	unreviewed	Q88PU2_PSEPK	Phospholipid/glycerol acyltransferase domain-containing protein	PP_0756	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	423	PP_0756			
Q88PU5	Q88PU5	unreviewed	Q88PU5_PSEPK	Lipoprotein	PP_0753	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	194	PP_0753			
Q88PU7	Q88PU7	reviewed	MQO1_PSEPK	Probable malate:quinone oxidoreductase 1 (EC 1.1.5.4) (MQO 1) (Malate dehydrogenase [quinone] 1)	mqo1 mqo-1 PP_0751	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	502	PP_0751		mqo1	mqo-1
Q88PU8	Q88PU8	unreviewed	Q88PU8_PSEPK	Aminopeptidase	PP_0750	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	104	PP_0750			
Q88PU9	Q88PU9	unreviewed	Q88PU9_PSEPK	Uncharacterized protein	PP_0749	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	156	PP_0749			
Q88PV1	Q88PV1	unreviewed	Q88PV1_PSEPK	Hypoxanthine-guanine phosphoribosyltransferase	PP_0747	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	185	PP_0747			
Q88PV2	Q88PV2	reviewed	UPP_PSEPK	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp PP_0746	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	212	PP_0746		upp	
Q88PV3	Q88PV3	unreviewed	Q88PV3_PSEPK	Uracil permease	uraA PP_0745	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	421	PP_0745		uraA	
Q88PV4	Q88PV4	reviewed	HEMH_PSEPK	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PP_0744	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	338	PP_0744		hemH	
Q88PV5	Q88PV5	unreviewed	Q88PV5_PSEPK	Conserved protein with NAD(P)-binding Rossmann-fold domain	yfcH PP_0743	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	301	PP_0743		yfcH	
Q88PV6	Q88PV6	unreviewed	Q88PV6_PSEPK	Renalase (EC 1.6.3.5)	PP_0742	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	328	PP_0742			
Q88PW0	Q88PW0	unreviewed	Q88PW0_PSEPK	Short-chain dehydrogenase	PP_0738	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	232	PP_0738			
Q88PW1	Q88PW1	unreviewed	Q88PW1_PSEPK	Lipid A deacylase (EC 3.1.1.77) (LPS 3-O-deacylase) (Outer membrane enzyme)	pagL-I PP_0737	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	172	PP_0737		pagL-I	
Q88PW2	Q88PW2	reviewed	MURI_PSEPK	Glutamate racemase (EC 5.1.1.3)	murI PP_0736	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	265	PP_0736		murI	
Q88PW3	Q88PW3	unreviewed	Q88PW3_PSEPK	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)	moeB PP_0735	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	251	PP_0735		moeB	
Q88PW4	Q88PW4	unreviewed	Q88PW4_PSEPK	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC PP_0734	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_0734		prmC	
Q88PW5	Q88PW5	reviewed	RF1_PSEPK	Peptide chain release factor 1 (RF-1)	prfA PP_0733	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	360	PP_0733		prfA	
Q88PW6	Q88PW6	reviewed	HEM1_PSEPK	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA PP_0732	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	425	PP_0732		hemA	
Q88PX2	Q88PX2	unreviewed	Q88PX2_PSEPK	Transferase	PP_0726	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	241	PP_0726			
Q88PX3	Q88PX3	unreviewed	Q88PX3_PSEPK	Conserved hypothetical TPR repeat protein	PP_0725	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	573	PP_0725			
Q88PX4	Q88PX4	reviewed	LOLB_PSEPK	Outer-membrane lipoprotein LolB	lolB PP_0724	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	205	PP_0724		lolB	
Q88PX5	Q88PX5	reviewed	ISPE_PSEPK	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE PP_0723	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	286	PP_0723		ispE	
Q88PX6	Q88PX6	reviewed	KPRS_PSEPK	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA PP_0722	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	313	PP_0722		prs	prsA
Q88PX7	Q88PX7	reviewed	RL25_PSEPK	Large ribosomal subunit protein bL25 (50S ribosomal protein L25) (General stress protein CTC)	rplY ctc PP_0721	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	197	PP_0721		rplY	ctc
Q88PX8	Q88PX8	reviewed	PTH_PSEPK	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth PP_0720	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	194	PP_0720		pth	
Q88PX9	Q88PX9	unreviewed	Q88PX9_PSEPK	Ribosome-binding ATPase YchF	ychF PP_0719	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	366	PP_0719		ychF	
Q88PY6	Q88PY6	unreviewed	Q88PY6_PSEPK	ADP/GDP-polyphosphate phosphotransferase (EC 2.7.4.-) (Polyphosphate kinase PPK2)	ppkB PP_0712	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	271	PP_0712		ppkB	
Q88PY7	Q88PY7	unreviewed	Q88PY7_PSEPK	Hydrolase	ycaC-I PP_0711	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	206	PP_0711		ycaC-I	
Q88PZ1	Q88PZ1	unreviewed	Q88PZ1_PSEPK	Membrane protein	PP_0707	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	803	PP_0707			
Q88PZ3	Q88PZ3	unreviewed	Q88PZ3_PSEPK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	PP_0705	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	208	PP_0705			
Q88Q02	Q88Q02	unreviewed	Q88Q02_PSEPK	Energy transducer TonB	PP_0696	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	291	PP_0696			
Q88Q03	Q88Q03	unreviewed	Q88Q03_PSEPK	DUF3375 domain-containing protein	PP_0695	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	444	PP_0695			
Q88Q04	Q88Q04	unreviewed	Q88Q04_PSEPK	Chromosome partitioning protein	PP_0694	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	235	PP_0694			
Q88Q05	Q88Q05	unreviewed	Q88Q05_PSEPK	Chromosome partitioning protein ParA	PP_0693	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	943	PP_0693			
Q88Q06	Q88Q06	unreviewed	Q88Q06_PSEPK	CreA protein	PP_0692	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	153	PP_0692			
Q88Q07	Q88Q07	reviewed	PROB_PSEPK	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PP_0691	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	372	PP_0691		proB	
Q88Q08	Q88Q08	reviewed	OBG_PSEPK	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg PP_0690	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	408	PP_0690		obg	
Q88Q09	Q88Q09	reviewed	RL27_PSEPK	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	rpmA PP_0689	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	85	PP_0689		rpmA	
Q88Q10	Q88Q10	reviewed	RL21_PSEPK	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	rplU PP_0688	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	104	PP_0688		rplU	
Q88Q11	Q88Q11	unreviewed	Q88Q11_PSEPK	Octaprenyl diphosphate synthase (EC 2.5.1.90)	ispB PP_0687	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_0687		ispB	
Q88Q12	Q88Q12	unreviewed	Q88Q12_PSEPK	Alkylphosphonate utilization protein	yjdM PP_0686	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	113	PP_0686		yjdM	
Q88Q14	Q88Q14	unreviewed	Q88Q14_PSEPK	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	fklB-I PP_0684	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	205	PP_0684		fklB-I	
Q88Q18	Q88Q18	unreviewed	Q88Q18_PSEPK	endopeptidase La (EC 3.4.21.53)	PP_0680	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	812	PP_0680			
Q88Q19	Q88Q19	unreviewed	Q88Q19_PSEPK	DUF3015 domain-containing protein	PP_0679	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	171	PP_0679			
Q88Q23	Q88Q23	unreviewed	Q88Q23_PSEPK	Glutamate dehydrogenase	gdhA PP_0675	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	449	PP_0675		gdhA	
Q88Q24	Q88Q24	unreviewed	Q88Q24_PSEPK	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	ettA PP_0674	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	555	PP_0674		ettA	
Q88Q26	Q88Q26	unreviewed	Q88Q26_PSEPK	Sensory box protein	PP_0672	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1276	PP_0672			
Q88Q27	Q88Q27	reviewed	GLYA2_PSEPK	Serine hydroxymethyltransferase 2 (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	glyA2 glyA-2 PP_0671	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	417	PP_0671		glyA2	glyA-2
Q88Q31	Q88Q31	unreviewed	Q88Q31_PSEPK	RNA polymerase sigma-70 factor, ECF subfamily	PP_0667	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	178	PP_0667			
Q88Q33	Q88Q33	unreviewed	Q88Q33_PSEPK	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.59)	PP_0665	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	472	PP_0665			
Q88Q34	Q88Q34	unreviewed	Q88Q34_PSEPK	homoserine dehydrogenase (EC 1.1.1.3)	PP_0664	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	347	PP_0664			
Q88Q40	Q88Q40	unreviewed	Q88Q40_PSEPK	Homocysteine S-methyltransferase family protein	PP_0658	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	311	PP_0658			
Q88Q41	Q88Q41	unreviewed	Q88Q41_PSEPK	Amino acid ABC transporter, periplasmic amino acid-binding protein	PP_0657	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	275	PP_0657			
Q88Q44	Q88Q44	reviewed	MDH_PSEPK	Probable malate dehydrogenase (EC 1.1.1.37)	mdh PP_0654	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	278	PP_0654		mdh	
Q88Q47	Q88Q47	unreviewed	Q88Q47_PSEPK	Acetyltransferase, GNAT family	PP_0651	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	149	PP_0651			
Q88Q58	Q88Q58	unreviewed	Q88Q58_PSEPK	ATPase AAA-type core domain-containing protein	PP_0640	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	394	PP_0640			
Q88Q62	Q88Q62	unreviewed	Q88Q62_PSEPK	Pilin	pilA PP_0634	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	136	PP_0634		pilA	
Q88Q65	Q88Q65	reviewed	COAE_PSEPK	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE PP_0631	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	207	PP_0631		coaE	
Q88Q66	Q88Q66	reviewed	YACG_PSEPK	DNA gyrase inhibitor YacG	yacG PP_0630	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	66	PP_0630		yacG	
Q88Q70	Q88Q70	unreviewed	Q88Q70_PSEPK	NADH dehydrogenase (EC 1.6.99.3)	ndh PP_0626	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	431	PP_0626		ndh	
Q88Q71	Q88Q71	reviewed	CLPB_PSEPK	Chaperone protein ClpB	clpB PP_0625	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	854	PP_0625		clpB	
Q88Q72	Q88Q72	unreviewed	Q88Q72_PSEPK	Purine nucleoside phosphorylase	yfiH PP_0624	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	246	PP_0624		yfiH	
Q88Q73	Q88Q73	unreviewed	Q88Q73_PSEPK	Outer membrane protein assembly factor BamD	bamD PP_0622	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	339	PP_0622		bamD	
Q88Q74	Q88Q74	unreviewed	Q88Q74_PSEPK	MYND finger	PP_0621	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	103	PP_0621			
Q88Q75	Q88Q75	unreviewed	Q88Q75_PSEPK	GntR family transcriptional regulator	PP_0620	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	254	PP_0620			
Q88Q76	Q88Q76	unreviewed	Q88Q76_PSEPK	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	PP_0619	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	400	PP_0619			
Q88Q79	Q88Q79	unreviewed	Q88Q79_PSEPK	Branched-chain amino acid ABC transporter, ATP binding protein	PP_0616	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	250	PP_0616			
Q88Q80	Q88Q80	unreviewed	Q88Q80_PSEPK	Branched-chain amino acid ABC transporter, ATP-binding protein	PP_0615	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	231	PP_0615			
Q88Q81	Q88Q81	unreviewed	Q88Q81_PSEPK	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1 (EC 3.5.1.6, EC 3.5.3.9)	PP_0614	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	425	PP_0614			
Q88Q82	Q88Q82	unreviewed	Q88Q82_PSEPK	Amidase family protein	PP_0613	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	469	PP_0613			
Q88Q83	Q88Q83	reviewed	GLYOX_PSEPK	Glycine oxidase (GO) (EC 1.4.3.19)	thiO PP_0612	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	365	PP_0612		thiO	
Q88Q89	Q88Q89	reviewed	ISPH_PSEPK	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH PP_0606	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	315	PP_0606		ispH	
Q88Q90	Q88Q90	unreviewed	Q88Q90_PSEPK	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	fkpB PP_0605	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	145	PP_0605		fkpB	
Q88Q91	Q88Q91	reviewed	LSPA_PSEPK	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA PP_0604	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	171	PP_0604		lspA	
Q88Q92	Q88Q92	reviewed	SYI_PSEPK	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS PP_0603	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	943	PP_0603		ileS	
Q88Q93	Q88Q93	unreviewed	Q88Q93_PSEPK	Riboflavin biosynthesis protein [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	ribF PP_0602	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	316	PP_0602		ribF	
Q88Q94	Q88Q94	unreviewed	Q88Q94_PSEPK	Probable lipid II flippase MurJ	murJ PP_0601	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	512	PP_0601		murJ	
Q88Q95	Q88Q95	reviewed	RS20_PSEPK	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT PP_0600	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	92	PP_0600		rpsT	
Q88Q96	Q88Q96	unreviewed	Q88Q96_PSEPK	Paraquat-inducible protein B	PP_0599	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	766	PP_0599			
Q88Q97	Q88Q97	unreviewed	Q88Q97_PSEPK	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	mmsA-I PP_0597	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	497	PP_0597		mmsA-I	
Q88Q98	Q88Q98	unreviewed	Q88Q98_PSEPK	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	PP_0596	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	448	PP_0596			
Q88Q99	Q88Q99	unreviewed	Q88Q99_PSEPK	Transcriptional regulator, LysR family	PP_0595	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	305	PP_0595			
Q88QA0	Q88QA0	unreviewed	Q88QA0_PSEPK	Transcriptional regulator, TetR family	PP_0594	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	247	PP_0594			
Q88QA2	Q88QA2	unreviewed	Q88QA2_PSEPK	Oxidoreductase, short chain dehydrogenase/reductase family	PP_0592	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	228	PP_0592			
Q88QA3	Q88QA3	reviewed	ADE_PSEPK	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	PP_0591	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	315	PP_0591			
Q88QA7	Q88QA7	unreviewed	Q88QA7_PSEPK	3-phosphoglycerate kinase	PP_0587	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	128	PP_0587			
Q88QA8	Q88QA8	unreviewed	Q88QA8_PSEPK	Cadmium translocating P-type ATPase (EC 3.6.3.3)	cadA-II PP_0586	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	799	PP_0586		cadA-II	
Q88QB0	Q88QB0	unreviewed	Q88QB0_PSEPK	Methyl-accepting chemotaxis transducer	PP_0584	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	647	PP_0584			
Q88QB2	Q88QB2	unreviewed	Q88QB2_PSEPK	Thiolase family protein	PP_0582	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	425	PP_0582			
Q88QB3	Q88QB3	unreviewed	Q88QB3_PSEPK	3-oxoacyl-(Acyl-carrier-protein) reductase	PP_0581	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	457	PP_0581			
Q88QB4	Q88QB4	unreviewed	Q88QB4_PSEPK	MaoC domain protein	PP_0580	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	283	PP_0580			
Q88QB6	Q88QB6	unreviewed	Q88QB6_PSEPK	tRNA 5-carboxymethoxyuridine methyltransferase (EC 2.1.1.-) (cmo5U methyltransferase)	cmoM PP_0578	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	249	PP_0578		cmoM	
Q88QB7	Q88QB7	unreviewed	Q88QB7_PSEPK	DUF4136 domain-containing protein	PP_0577	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	231	PP_0577			
Q88QB8	Q88QB8	unreviewed	Q88QB8_PSEPK	Lipoprotein	PP_0576	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	189	PP_0576			
