Rank,Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method
1977,Q88KP3,Q88KP3_PSEPK,Pp_2247,"Endoribonuclease, putative",0.000203764
1978,Q88RG1,Q88RG1_PSEPK,Pp_0169,"Dioxygenase, TauD/TfdA family",0.000203764
1979,Q88JA7,Q88JA7_PSEPK,Pp_2742,Uncharacterized protein,0.000203764
1980,Q88G90,Q88G90_PSEPK,Pp_3835,Histidine kinase,0.000203764
1981,Q88LF7,Q88LF7_PSEPK,Pp_1976,HlyD family secretion protein,0.000203764
1982,Q88DZ2,YEDY_PSEPK,Yedy,Sulfoxide reductase catalytic subunit YedY,0.000203764
1983,Q88QW2,Q88QW2_PSEPK,Pp_0372,"Acetylornithine aminotransferase, putative",0.000203764
1984,Q88F38,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,0.000203764
1985,Q88JA4,Q88JA4_PSEPK,Pp_2745,Universal stress protein family,0.000189964
1986,Q88Q44,MDH_PSEPK,Mdh,Probable malate dehydrogenase,0.000189964
1987,Q88HX3,Q88HX3_PSEPK,Pp_3230,Phosphoribosyl transferase domain protein,0.000189964
1988,Q88I68,Q88I68_PSEPK,Pp_3133,"Oxidoreductase, putative",0.00018935
1989,Q88GD6,Q88GD6_PSEPK,Pp_3788,"Non-ribosomal peptide synthetase, putative",0.00018935
1990,Q88GV4,Q88GV4_PSEPK,Pp_3613,L-sorbosone dehydrogenase,0.00018935
1991,Q88R40,Q88R40_PSEPK,Pp_0294,"Glycine betaine/L-proline ABC transporter, ATP-binding subunit",0.00018935
1992,Q88PG8,Q88PG8_PSEPK,Dppa,"Dipeptide ABC transporter, periplasmic dipeptide-binding protein",0.00018935
1993,P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",0.00018935
1994,Q88HD9,Q88HD9_PSEPK,Pp_3421,Histidine kinase,0.00018935
1995,Q88MQ3,Q88MQ3_PSEPK,Pp_1517,RND efflux transporter,0.00018935
1996,Q88HY9,Q88HY9_PSEPK,Pp_3213,"ABC transporter, periplasmic binding component-related protein",0.00018935
1997,Q88MB3,Q88MB3_PSEPK,Pp_1661,"Dehydrogenase subunit, putative",0.000184223
1998,Q88IT1,Q88IT1_PSEPK,Pp_2918,"Trehalose synthase, putative",0.000176165
1999,Q88E12,Q88E12_PSEPK,Pcah,"Protocatechuate 3,4-dioxygenase, beta subunit",0.000176165
2000,Q88E13,Q88E13_PSEPK,Pcag,"Protocatechuate 3,4-dioxygenase, alpha subunit",0.000176165
2001,Q88GV7,Q88GV7_PSEPK,Pp_3610,Uncharacterized protein,0.000176165
2002,Q88HA7,Q88HA7_PSEPK,Pp_3453,Histidine kinase,0.000176165
2003,Q88FX5,Q88FX5_PSEPK,Pcai,"3-oxoadipate CoA-transferase, subunit A",0.000176165
2004,Q88DI7,Q88DI7_PSEPK,Oprc,Outer membrane copper receptor OprC,0.000176165
2005,Q88K85,Q88K85_PSEPK,Aroe,Shikimate dehydrogenase (NADP(+)),0.000176165
2006,Q88F85,Q88F85_PSEPK,Pp_4213,"Dipeptidase, putative",0.000171787
2007,Q88P47,Q88P47_PSEPK,Pp_1006,"Outer membrane heme receptor, putative",0.000171787
2008,Q88F03,Q88F03_PSEPK,Gcl,Glyoxylate carboligase,0.000171787
2009,Q88IQ5,Q88IQ5_PSEPK,Pp_2944,Histidine kinase,0.000171787
2010,Q88MQ4,Q88MQ4_PSEPK,Pp_1516,RND membrane fusion protein,0.000164126
2011,Q88F82,Q88F82_PSEPK,Pvde,"Pyoverdine ABC export system, permease/ATP-binding protein",0.000164126
2012,Q88FX3,Q88FX3_PSEPK,Pp_3954,"Periplasmic binding protein, putative",0.000164126
2013,Q88F84,Q88F84_PSEPK,Pp_4214,"Aminotransferase, class V",0.000164126
2014,Q30CS2,Q30CS2_KITAU,Lippks1,LipPks1-TE,0.000164126
2015,Q88IT9,Q88IT9_PSEPK,Pp_2910,Uncharacterized protein,0.000164126
2016,Q88MT4,Q88MT4_PSEPK,Pp_1484,"Polyamine ABC transporter, ATP-binding protein",0.000164126
2017,Q88L58,Q88L58_PSEPK,Lysa-1,Diaminopimelate decarboxylase,0.000164126
2018,Q88JD9,Q88JD9_PSEPK,Pp_2710,Uncharacterized protein,0.000164126
2019,Q88C28,Q88C28_PSEPK,Pp_5355,"Sodium/proton antiporter, putative",0.000164126
2020,Q88F78,Q88F78_PSEPK,Pp_4220,"Non-ribosomal peptide synthetase domain protein, putative",0.000164126
2021,Q88CM8,Q88CM8_PSEPK,Pp_5152,Uncharacterized protein,0.000164126
2022,Q88LB6,Q88LB6_PSEPK,Pp_2019,"Membrane protein, putative",0.000164126
2023,Q88N15,Q88N15_PSEPK,Dctd,C4-dicarboxylate transport transcriptional regulatory protein,0.000164126
2024,Q88H43,Q88H43_PSEPK,Pp_3522,Uncharacterized protein,0.000164126
2025,Q88H50,Q88H50_PSEPK,Hyua,Hydantoin utilization protein A,0.000164126
2026,Q88EL5,Q88EL5_PSEPK,Pp_4447,Uncharacterized protein,0.000164126
2027,Q88GU4,Q88GU4_PSEPK,Pp_3623,Cytochrome c family protein,0.000164126
2028,Q88K37,Q88K37_PSEPK,Rbsa,"Ribose ABC transporter, ATP-binding protein",0.000164126
2029,Q88HA1,Q88HA1_PSEPK,Pp_3459,Uncharacterized protein,0.000164126
2030,Q88EQ4,Q88EQ4_PSEPK,Pp_4399,"Glutamine synthetase, putative",0.000164126
2031,Q88HA6,Q88HA6_PSEPK,Pp_3454,"Transcriptional regulatory protein RstA, putative",0.000164126
2032,Q88K73,Q88K73_PSEPK,Pp_2418,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.000164126
2033,Q88IV8,Q88IV8_PSEPK,Pp_2891,"Acetyltransferase, GNAT family",0.000164126
2034,Q88HC3,Q88HC3_PSEPK,Pp_3437,CBS domain protein,0.000164126
2035,Q88KB1,Q88KB1_PSEPK,Pp_2379,Sco1/SenC family protein,0.000164126
2036,Q88GS4,Q88GS4_PSEPK,Pp_3644,"Monooxygenase subunit, putative",0.000164126
2037,Q88RG7,Q88RG7_PSEPK,Pp_0163,"Transcriptional regulator, GntR family",0.000164126
2038,Q88RH1,Q88RH1_PSEPK,Pp_0159,CAIB/BAIF family protein,0.000164126
2039,Q88JY6,Q88JY6_PSEPK,Pp_2507,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.000164126
2040,Q88HE0,Q88HE0_PSEPK,Pp_3420,Histidine kinase,0.000164126
2041,Q88PG6,Q88PG6_PSEPK,Pp_0884,"Dipeptide ABC transporter, periplasmic peptide-binding protein",0.000164126
2042,Q88GK8,Q88GK8_PSEPK,Cata,"Catechol 1,2-dioxygenase",0.000164126
2043,Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,0.000164126
2044,Q88IU8,PVDQ_PSEPK,Pvdq,Acyl-homoserine lactone acylase PvdQ,0.000164126
2045,Q88JV4,Q88JV4_PSEPK,Pp_2543,"Gamma-aminobutyrate transporter, putative",0.000164126
2046,Q88KH3,Q88KH3_PSEPK,Pp_2317,"ABC transporter, ATP-binding protein, putative",0.000164126
2047,Q88JS8,Q88JS8_PSEPK,Pp_2569,"Metabolite MFS transporter, MHS family",0.000164126
2048,Q88RM6,Q88RM6_PSEPK,Pp_0103,Cytochrome c oxidase subunit 2,0.000164126
2049,Q88KM6,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein, putative",0.000164126
2050,Q88LB7,Q88LB7_PSEPK,Pp_2018,BNR domain protein,0.000164126
2051,Q88IU0,CSID_PSEPK,Csid,Protein CsiD,0.000164126
