Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Nuh,Q88K32_PSEPK,Pp_2460,Inosine-uridine preferring nucleoside hydrolase,0.0005986931818181819,1863.0
PP_4836,Q88DI9_PSEPK,Pp_4836,Uncharacterized protein,0.0005956417142857143,1864.0
KRT9,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",0.0005920871666666667,1865.0
pcaJ,PCAJ_PSEPK,Pcaj,3-oxoadipate CoA-transferase subunit B,0.0005696995714285716,1866.0
PP_5205,Q88CH6_PSEPK,Pp_5205,Uncharacterized protein,0.0005680172857142858,1867.0
tnpT-II,Q88HW4_PSEPK,Pp_3239,"Tn4652, cointegrate resolution protein T, putative",0.0005638637777777778,1868.0
pstB2,PSTB2_PSEPK,Pstb2,Phosphate import ATP-binding protein PstB 2,0.0005586101111111112,1869.0
rep,Q88CB7_PSEPK,Rep,ATP-dependent DNA helicase Rep,0.0005540762857142857,1870.0
PP_0408,Q88QT0_PSEPK,Pp_0408,Uncharacterized protein,0.0005305431818181818,1871.0
fadD-II,Q88EB6_PSEPK,Fadd2,Long-chain-fatty-acid--CoA ligase,0.0005287185454545454,1872.0
PP_1843,Q88LT4_PSEPK,Pp_1843,"Magnesium/cobalt transporter, MIT family",0.000521576,1873.0
bkdR,Q88EQ3_PSEPK,Bkdr,Transcriptional regulator BkdR,0.00051840325,1874.0
PP_4335,Q88EW7_PSEPK,Motb,Flagellar motor protein MotB,0.0005075801428571429,1875.0
bioF,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,0.0005052774285714286,1876.0
cheB3,CHEB3_PSEPK,Cheb3,Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon,0.0005035829999999999,1877.0
PP_3081,Q88IB8_PSEPK,Pp_3081,Uncharacterized protein,0.0005002528888888889,1878.0
thiL,Q88QH4_PSEPK,Thil,Thiamine-monophosphate kinase,0.0004989339999999999,1879.0
PP_3563,Q88H02_PSEPK,Pp_3563,Uncharacterized protein,0.000498738,1880.0
yhdY,Q88NB3_PSEPK,Aapm,"General amino acid ABC transporter, permease protein",0.000497607,1881.0
PP_3090,Q88IA9_PSEPK,Pp_3090,OmpA domain protein,0.0004936558571428572,1882.0
PP_3785,Q88GD9_PSEPK,Pp_3785,Uncharacterized protein,0.0004883182727272727,1883.0
PP_4780,Q88DP4_PSEPK,Pp_4780,"Acyl-CoA dehydrogenase, putative",0.00047851154545454545,1884.0
PP_1128,Q88NS6_PSEPK,Pp_1128,OmpA family protein,0.0004761490909090909,1885.0
rbbA,Q88CH4_PSEPK,Pp_5207,"ABC transporter, ATP-binding protein/permease protein, putative",0.0004695194444444444,1886.0
dgt,Q88L33_PSEPK,Pp_2102,"Deoxyguanosinetriphosphate triphosphohydrolase, putative",0.000467539,1887.0
PP_3234,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",0.0004610587222222222,1888.0
aphA,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,0.0004534485,1889.0
PP_1793,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0.00045265844444444445,1890.0
yggW,Q88CS9_PSEPK,Pp_5101,"Oxygen-independent coproporphyrinogen III oxidase, putative",0.0004522865555555555,1891.0
PP_2575,Q88JS3_PSEPK,Pp_2575,Uncharacterized protein,0.0004427831428571428,1892.0
PP_0672,Q88Q26_PSEPK,Pp_0672,Sensory box protein,0.0004406033636363636,1893.0
PP_2119,Q88L18_PSEPK,Pp_2119,"ABC efflux transporter, permease/ATP-binding protein, putative",0.0004364417142857143,1894.0
PP_3638,Q88GT0_PSEPK,Pp_3638,"Acyl-CoA dehydrogenase, putative",0.00043601645454545456,1895.0
PP_4860,Q88DG5_PSEPK,Pp_4860,"Mannose-6-phosphate isomerase, putative",0.00043490285714285716,1896.0
PP_3249,Q88HV4_PSEPK,Pp_3249,"Oxidoreductase, putative",0.00043132425,1897.0
PP_3291,Q88HR2_PSEPK,Pp_3291,Metallo-beta-lactamase family protein,0.00042417457142857143,1898.0
nfxB,Q88J29_PSEPK,Nfxb,Transcriptional regulator NfxB,0.0004238732857142857,1899.0
PP_3130,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,0.00041636783333333334,1900.0
PP_0861,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,0.0004092523636363636,1901.0
PP_3777,Q88GE7_PSEPK,Pp_3777,Uncharacterized protein,0.0004050569090909091,1902.0
putP,Q88D81_PSEPK,Putp,Sodium/proline symporter,0.0003962835,1903.0
kdpE,Q88FE0_PSEPK,Kdpe,Transcriptional regulatory protein KdpE,0.0003857291818181818,1904.0
PP_2254,Q88KN6_PSEPK,Pp_2254,"Transcriptional regulator, GntR family",0.000385263,1905.0
PP_3558,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein, putative",0.0003848283888888889,1906.0
PP_2091,Q88L44_PSEPK,Pp_2091,"Serine/threonine-protein kinase, putative",0.0003738305714285714,1907.0
cobH,Q88DJ7_PSEPK,Cobh,Precorrin-8X methylmutase,0.00037093872222222226,1908.0
quiC1,Q88JU3_PSEPK,Pp_2554,"4-hydroxyphenylpyruvate dioxygenase, putative",0.0003697715,1909.0
pcaC,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,0.00036814585714285713,1910.0
PP_0664,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,0.00035965000000000004,1911.0
PP_3088,Q88IB1_PSEPK,Pp_3088,Uncharacterized protein,0.0003541381428571428,1912.0
PP_3612,Q88GV5_PSEPK,Pp_3612,"TonB-dependent receptor, putative",0.0003478915,1913.0
PP_0409,Q88QS9_PSEPK,Pp_0409,Histidine kinase,0.00033462528571428574,1914.0
PP_0779,Q88PR9_PSEPK,Pp_0779,Methyl-accepting chemotaxis transducer/sensory box protein,0.0003212901428571429,1915.0
PP_2652,Q88JJ7_PSEPK,Pp_2652,"Hydratase/decarboxylase, putative",0.0003186025454545455,1916.0
fbpA,Q88CI5_PSEPK,Pp_5196,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.00031251577777777776,1917.0
PP_0620,Q88Q75_PSEPK,Pp_0620,"Transcriptional regulator, GntR family",0.0003087755,1918.0
PP_4148,Q88FE9_PSEPK,Pp_4148,"Peptide ABC transporter, permease protein",0.0003072830909090909,1919.0
fumC-I,Q88PA6_PSEPK,Fumc-1,Fumarate hydratase class II,0.00030620590909090904,1920.0
PP_1788,Q88LY8_PSEPK,Pp_1788,Uncharacterized protein,0.0003033785,1921.0
PP_1504,Q88MR5_PSEPK,Pp_1504,Uncharacterized protein,0.00030164866666666665,1922.0
PP_5070,Q88CW0_PSEPK,Pp_5070,ParA family protein,0.00029620994444444444,1923.0
aspC,Q88GD8_PSEPK,Pp_3786,Aminotransferase,0.0002956899090909091,1924.0
PP_2007,Q88LC8_PSEPK,Pp_2007,P-47-related protein,0.0002890011666666666,1925.0
PP_5175,Q88CK5_PSEPK,Pp_5175,HlyD family secretion protein,0.00028696255555555553,1926.0
PP_4971,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,0.00028063125,1927.0
PP_3232,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",0.00027860572222222226,1928.0
yegE,Q88M14_PSEPK,Pp_1761,Sensory box protein/GGDEF family protein,0.00027669775,1929.0
fliF,Q88ET4_PSEPK,Flif,Flagellar M-ring protein,0.00027562145454545453,1930.0
eco,ECOT_PSEPK,Eco,Ecotin,0.00027354325,1931.0
PP_0616,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0.000272213,1932.0
PP_3823,Q88GA2_PSEPK,Pp_3823,Cytochrome c-type protein,0.00027168571428571426,1933.0
PP_5174,Q88CK6_PSEPK,Pp_5174,"Efflux membrane fusion protein, RND family",0.000270229,1934.0
rmlC,Q88R69_PSEPK,Pp_0265,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein",0.00026806375,1935.0
PP_2005,Q88LD0_PSEPK,Pp_2005,Uncharacterized protein,0.0002634223636363636,1936.0
PP_4662,Q88E06_PSEPK,Pp_4662,Uncharacterized protein,0.0002604527142857143,1937.0
PP_0355,Q88QX9_PSEPK,Pp_0355,Response regulator,0.00025985328571428567,1938.0
PP_3622,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit, putative",0.00025738700000000003,1939.0
nrdR,NRDR_PSEPK,Nrdr,Transcriptional repressor NrdR,0.0002547238571428571,1940.0
PP_3968,Q88FW0_PSEPK,Pp_3968,Histidine kinase,0.00024966014285714285,1941.0
dapA,Q88JL0_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,0.00024903254545454546,1942.0
PP_4177,Q88FC1_PSEPK,Pp_4177,Uncharacterized protein,0.00024718425,1943.0
PP_0180,Q88RF0_PSEPK,Pp_0180,Cytochrome c family protein,0.00024371754545454547,1944.0
ampG,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0.00023669436363636364,1945.0
PP_3671,Q88GP7_PSEPK,Pp_3671,"Oxidoreductase, aldo/keto reductase family",0.00023488657142857144,1946.0
ilvA-I,Q88HB4_PSEPK,Ilva-1,L-threonine dehydratase,0.00022913845454545457,1947.0
amiC,Q88DD0_PSEPK,Pp_4897,N-acetylmuramoyl-L-alanine amidase,0.00022679372727272727,1948.0
PP_3289,Q88HR4_PSEPK,Pp_3289,"Acetyltransferase, GNAT family",0.00022392514285714284,1949.0
PP_3290,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,0.00022279394444444444,1950.0
PP_3237,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,0.00021932542857142857,1951.0
PP_1659,Q88MB5_PSEPK,Pp_1659,Uncharacterized protein,0.00021921638888888886,1952.0
PP_3455,Q88HA5_PSEPK,Pp_3455,Multidrug efflux RND membrane fusion protein,0.00021921638888888886,1953.0
PP_2676,Q88JH3_PSEPK,Pp_2676,"Periplasmic binding protein, putative",0.00021883474999999998,1954.0
PP_2875,Q88IX4_PSEPK,Pp_2875,Uncharacterized protein,0.00021883474999999998,1955.0
gcdH,Q88RH2_PSEPK,Gcdh,Glutaryl-CoA dehydrogenase,0.00021883474999999998,1956.0
PP_4218,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,0.00021883474999999998,1957.0
nirB,Q88M69_PSEPK,Nirb,Nitrite reductase,0.00021883474999999998,1958.0
yliI,Q88KU1_PSEPK,Pp_2198,Uncharacterized protein,0.00021883474999999998,1959.0
ydcP,Q88H64_PSEPK,Pp_3497,"Peptidase, U32 family",0.00021883474999999998,1960.0
sad-II,Q88I50_PSEPK,Pp_3151,Aldehyde dehydrogenase family protein,0.00021883474999999998,1961.0
ldh,Q88E51_PSEPK,Pp_4617,Leucine dehydrogenase,0.0002155448181818182,1962.0
htrG,Q88GT6_PSEPK,Pp_3631,Uncharacterized protein,0.00021248045454545452,1963.0
PP_3927,Q88FZ9_PSEPK,Pp_3927,Uncharacterized protein,0.00021157836363636364,1964.0
PP_1412,Q88N06_PSEPK,Pp_1412,Enoyl-CoA hydratase/isomerase family protein,0.00020980407142857143,1965.0
mexB,Q88HA4_PSEPK,Pp_3456,Multidrug efflux RND transporter,0.00020705883333333334,1966.0
PP_5252,Q88CC9_PSEPK,Pp_5252,Uncharacterized protein,0.0002053139285714286,1967.0
mcpP,Q88IY8_PSEPK,Pp_2861,Methyl-accepting chemotaxis transducer,0.00020411114285714285,1968.0
msrP,YEDY_PSEPK,Yedy,Sulfoxide reductase catalytic subunit YedY,0.00020376428571428572,1969.0
PP_2247,Q88KP3_PSEPK,Pp_2247,"Endoribonuclease, putative",0.00020376428571428572,1970.0
aruC,Q88QW2_PSEPK,Pp_0372,"Acetylornithine aminotransferase, putative",0.00020376428571428572,1971.0
PP_3211,Q88HZ1_PSEPK,Pp_3211,"ABC transporter, ATP-binding protein",0.00020376428571428572,1972.0
pcaT,Q88N38_PSEPK,Pcat,Dicarboxylate MFS transporter,0.00020376428571428572,1973.0
PP_1976,Q88LF7_PSEPK,Pp_1976,HlyD family secretion protein,0.00020376428571428572,1974.0
PP_4261,Q88F38_PSEPK,Pp_4261,Cation-transporting P-type ATPase,0.00020376428571428572,1975.0
fadA,Q88L84_PSEPK,Atob,Acetyl-CoA acetyltransferase,0.00020376428571428572,1976.0
PP_3692,Q88GM9_PSEPK,Pp_3692,Uncharacterized protein,0.00020376428571428572,1977.0
PP_3835,Q88G90_PSEPK,Pp_3835,Histidine kinase,0.00020376428571428572,1978.0
PP_0169,Q88RG1_PSEPK,Pp_0169,"Dioxygenase, TauD/TfdA family",0.00020376428571428572,1979.0
PP_3926,Q88G00_PSEPK,Pp_3926,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.00020376428571428572,1980.0
PP_2742,Q88JA7_PSEPK,Pp_2742,Uncharacterized protein,0.00020376428571428572,1981.0
PP_0308,Q88R26_PSEPK,Pp_0308,"Dipeptidase, putative",0.00020376428571428572,1982.0
mdh,MDH_PSEPK,Mdh,Probable malate dehydrogenase,0.00018996442857142858,1983.0
PP_3230,Q88HX3_PSEPK,Pp_3230,Phosphoribosyl transferase domain protein,0.00018996442857142858,1984.0
PP_2745,Q88JA4_PSEPK,Pp_2745,Universal stress protein family,0.00018996442857142858,1985.0
dppA-I,Q88PG8_PSEPK,Dppa,"Dipeptide ABC transporter, periplasmic dipeptide-binding protein",0.00018935027272727273,1986.0
PP_1517,Q88MQ3_PSEPK,Pp_1517,RND efflux transporter,0.00018935027272727273,1987.0
PP_3213,Q88HY9_PSEPK,Pp_3213,"ABC transporter, periplasmic binding component-related protein",0.00018935027272727273,1988.0
cbcV,Q88R40_PSEPK,Pp_0294,"Glycine betaine/L-proline ABC transporter, ATP-binding subunit",0.00018935027272727273,1989.0
PP_3788,Q88GD6_PSEPK,Pp_3788,"Non-ribosomal peptide synthetase, putative",0.00018935027272727273,1990.0
PP_3613,Q88GV4_PSEPK,Pp_3613,L-sorbosone dehydrogenase,0.00018935027272727273,1991.0
KRT2,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",0.00018935027272727273,1992.0
PP_3421,Q88HD9_PSEPK,Pp_3421,Histidine kinase,0.00018935027272727273,1993.0
PP_3133,Q88I68_PSEPK,Pp_3133,"Oxidoreductase, putative",0.00018935027272727273,1994.0
PP_1661,Q88MB3_PSEPK,Pp_1661,"Dehydrogenase subunit, putative",0.0001842225,1995.0
treSA,Q88IT1_PSEPK,Pp_2918,"Trehalose synthase, putative",0.00017616457142857143,1996.0
oprC,Q88DI7_PSEPK,Oprc,Outer membrane copper receptor OprC,0.00017616457142857143,1997.0
aroE,Q88K85_PSEPK,Aroe,Shikimate dehydrogenase (NADP(+)),0.00017616457142857143,1998.0
PP_3610,Q88GV7_PSEPK,Pp_3610,Uncharacterized protein,0.00017616457142857143,1999.0
PP_3453,Q88HA7_PSEPK,Pp_3453,Histidine kinase,0.00017616457142857143,2000.0
pcaI,Q88FX5_PSEPK,Pcai,"3-oxoadipate CoA-transferase, subunit A",0.00017616457142857143,2001.0
pcaH,Q88E12_PSEPK,Pcah,"Protocatechuate 3,4-dioxygenase, beta subunit",0.00017616457142857143,2002.0
pcaG,Q88E13_PSEPK,Pcag,"Protocatechuate 3,4-dioxygenase, alpha subunit",0.00017616457142857143,2003.0
gcl,Q88F03_PSEPK,Gcl,Glyoxylate carboligase,0.0001717868181818182,2004.0
PP_2944,Q88IQ5_PSEPK,Pp_2944,Histidine kinase,0.0001717868181818182,2005.0
PP_1006,Q88P47_PSEPK,Pp_1006,"Outer membrane heme receptor, putative",0.0001717868181818182,2006.0
pvdM,Q88F85_PSEPK,Pp_4213,"Dipeptidase, putative",0.0001717868181818182,2007.0
PP_3644,Q88GS4_PSEPK,Pp_3644,"Monooxygenase subunit, putative",0.00016412575,2008.0
PP_3420,Q88HE0_PSEPK,Pp_3420,Histidine kinase,0.00016412575,2009.0
yhiN,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,0.00016412575,2010.0
peaD,Q88HA1_PSEPK,Pp_3459,Uncharacterized protein,0.00016412575,2011.0
PP_3454,Q88HA6_PSEPK,Pp_3454,"Transcriptional regulatory protein RstA, putative",0.00016412575,2012.0
PP_3522,Q88H43_PSEPK,Pp_3522,Uncharacterized protein,0.00016412575,2013.0
pvdE,Q88F82_PSEPK,Pvde,"Pyoverdine ABC export system, permease/ATP-binding protein",0.00016412575,2014.0
pvdJ,Q88F78_PSEPK,Pp_4220,"Non-ribosomal peptide synthetase domain protein, putative",0.00016412575,2015.0
lysA-I,Q88L58_PSEPK,Lysa-1,Diaminopimelate decarboxylase,0.00016412575,2016.0
lipPks1,Q30CS2_KITAU,Lippks1,LipPks1-TE,0.00016412575,2017.0
pvdN,Q88F84_PSEPK,Pp_4214,"Aminotransferase, class V",0.00016412575,2018.0
pvdQ,PVDQ_PSEPK,Pvdq,Acyl-homoserine lactone acylase PvdQ,0.00016412575,2019.0
PP_1516,Q88MQ4_PSEPK,Pp_1516,RND membrane fusion protein,0.00016412575,2020.0
oplA,Q88H50_PSEPK,Hyua,Hydantoin utilization protein A,0.00016412575,2021.0
PP_2264,Q88KM6_PSEPK,Pp_2264,"Sugar ABC transporter, periplasmic sugar-binding protein, putative",0.00016412575,2022.0
lhgO,Q88IT9_PSEPK,Pp_2910,Uncharacterized protein,0.00016412575,2023.0
PP_4399,Q88EQ4_PSEPK,Pp_4399,"Glutamine synthetase, putative",0.00016412575,2024.0
PP_5355,Q88C28_PSEPK,Pp_5355,"Sodium/proton antiporter, putative",0.00016412575,2025.0
PP_2379,Q88KB1_PSEPK,Pp_2379,Sco1/SenC family protein,0.00016412575,2026.0
catA-I,Q88GK8_PSEPK,Cata,"Catechol 1,2-dioxygenase",0.00016412575,2027.0
ybbA,Q88KH3_PSEPK,Pp_2317,"ABC transporter, ATP-binding protein, putative",0.00016412575,2028.0
PP_2019,Q88LB6_PSEPK,Pp_2019,"Membrane protein, putative",0.00016412575,2029.0
PP_2018,Q88LB7_PSEPK,Pp_2018,BNR domain protein,0.00016412575,2030.0
PP_5152,Q88CM8_PSEPK,Pp_5152,Uncharacterized protein,0.00016412575,2031.0
dctD-III,Q88N15_PSEPK,Dctd,C4-dicarboxylate transport transcriptional regulatory protein,0.00016412575,2032.0
PP_2418,Q88K73_PSEPK,Pp_2418,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.00016412575,2033.0
PP_4447,Q88EL5_PSEPK,Pp_4447,Uncharacterized protein,0.00016412575,2034.0
ydcT,Q88MT4_PSEPK,Pp_1484,"Polyamine ABC transporter, ATP-binding protein",0.00016412575,2035.0
dppA-II,Q88PG6_PSEPK,Pp_0884,"Dipeptide ABC transporter, periplasmic peptide-binding protein",0.00016412575,2036.0
adhB,Q88GU4_PSEPK,Pp_3623,Cytochrome c family protein,0.00016412575,2037.0
PP_0103,Q88RM6_PSEPK,Pp_0103,Cytochrome c oxidase subunit 2,0.00016412575,2038.0
PP_2507,Q88JY6_PSEPK,Pp_2507,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.00016412575,2039.0
PP_0159,Q88RH1_PSEPK,Pp_0159,CAIB/BAIF family protein,0.00016412575,2040.0
yegH,Q88HC3_PSEPK,Pp_3437,CBS domain protein,0.00016412575,2041.0
PP_0163,Q88RG7_PSEPK,Pp_0163,"Transcriptional regulator, GntR family",0.00016412575,2042.0
gabP-II,Q88JV4_PSEPK,Pp_2543,"Gamma-aminobutyrate transporter, putative",0.00016412575,2043.0
PP_2569,Q88JS8_PSEPK,Pp_2569,"Metabolite MFS transporter, MHS family",0.00016412575,2044.0
PP_3954,Q88FX3_PSEPK,Pp_3954,"Periplasmic binding protein, putative",0.00016412575,2045.0
glaH,CSID_PSEPK,Csid,Protein CsiD,0.00016412575,2046.0
PP_2710,Q88JD9_PSEPK,Pp_2710,Uncharacterized protein,0.00016412575,2047.0
PP_2891,Q88IV8_PSEPK,Pp_2891,"Acetyltransferase, GNAT family",0.00016412575,2048.0
rbsA-I,Q88K37_PSEPK,Rbsa,"Ribose ABC transporter, ATP-binding protein",0.00016412575,2049.0
